  01/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  01/01/1870,   31 00 N,  166 43 W,        NA,        NA,                   at sea,                       NA,,,
  02/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  02/01/1870,   31 18 N,  163 26 W,        NA,        NA,                   at sea,                       NA,,,
  03/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  03/01/1870,   30 56 N,  160 11 W,        NA,        NA,                   at sea,                       NA,,,
  04/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  04/01/1870,   31 22 N,  156 35 W,        NA,        NA,                   at sea,                       NA,,,
  05/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  05/01/1870,   31 22 N,  153 37 W,        NA,        NA,                       NA,                       NA,,,
  06/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  06/01/1870,   31 13 N,  151 00 W,        NA,        NA,                   st sea,                       NA,,,
  07/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  07/01/1870,   31 14 N,  148 16 W,        NA,        NA,                   at sea,                       NA,,,
  08/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  08/01/1870,   31 13 N,  146 11 W,        NA,        NA,                   at sea,                       NA,,,
  09/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  09/01/1870,   31 19 N,  145 21 W,        NA,        NA,                   at sea,                       NA,,,
  10/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  10/01/1870,   31 34 N,  141 44 W,        NA,        NA,                       NA,                       NA,,,
   11/1/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   11/1/1870,   31 27 N,  138 45 W,        NA,        NA,                       NA,                       NA,,,
  12/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  12/01/1870,   31 28 N,  137 26 W,        NA,        NA,                       NA,                       NA,,,
  13/01/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  13/01/1870,   32 00 N,  136 47 W,        NA,        NA,                       NA,                       NA,,,
   14/1/1870,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   14/1/1870,   32 23 N,  135 29 W,        NA,        NA,                       NA,                       NA,,,
