          NA	 1	NA	NA	NA	NA	
          NA	 2	NA	NA	NA	NA	
          NA	 3	NA	NA	NA	NA	
          NA	 4	46	NA	NA	30.22	
          NA	 5	NA	NA	NA	NA	
          NA	 6	NA	NA	NA	NA	
          NA	 7	46	NA	NA	30.22	
          NA	 8	NA	NA	NA	1	
          NA	 9	46	NA	NA	30.22	
          NA	10	NA	NA	NA	NA	
          NA	11	NA	NA	NA	NA	
          NA	12	60	NA	NA	30.26	
          NA	13	NA	NA	NA	NA	
          NA	14	NA	NA	NA	NA	
          NA	15	NA	NA	NA	NA	
          NA	16	64	NA	NA	30.24	
          NA	17	NA	NA	NA	NA	
          NA	18	NA	NA	NA	NA	
          NA	19	NA	NA	NA	NA	
          NA	20	52	NA	NA	30.25	
          NA	21	46	NA	NA	30.22	
          NA	22	NA	NA	NA	NA	
          NA	23	NA	NA	NA	NA	
          NA	24	50	NA	NA	30.24	
  01/06/1890	 1	NA	NA	NA	NA	
  01/06/1890	 2	NA	NA	NA	NA	
  01/06/1890	 3	NA	NA	NA	NA	
  01/06/1890	 4	NA	NA	NA	NA	
  01/06/1890	 5	NA	NA	NA	NA	
  01/06/1890	 6	NA	NA	NA	NA	
  01/06/1890	 7	NA	NA	NA	NA	
  01/06/1890	 8	NA	NA	NA	NA	
  01/06/1890	 9	NA	NA	NA	NA	
  01/06/1890	10	NA	NA	NA	NA	
  01/06/1890	11	NA	NA	NA	NA	
  01/06/1890	12	NA	NA	NA	NA	
  01/06/1890	13	NA	NA	NA	NA	
  01/06/1890	14	NA	NA	NA	NA	
  01/06/1890	15	NA	NA	NA	NA	
  01/06/1890	16	NA	NA	NA	NA	
  01/06/1890	17	NA	NA	NA	NA	
  01/06/1890	18	NA	NA	NA	NA	
  01/06/1890	19	NA	NA	NA	NA	
  01/06/1890	20	NA	NA	NA	NA	
  01/06/1890	21	NA	NA	NA	NA	
  01/06/1890	22	NA	NA	NA	NA	
  01/06/1890	23	NA	NA	NA	NA	
  01/06/1890	24	NA	NA	NA	NA	
  01/06/1890	 1	NA	NA	NA	NA	
  01/06/1890	 2	NA	NA	NA	NA	
  01/06/1890	 3	NA	NA	NA	NA	
  01/06/1890	 4	49	NA	NA	30.23	
  01/06/1890	 5	NA	NA	NA	NA	
  01/06/1890	 6	NA	NA	NA	NA	
  01/06/1890	 7	NA	NA	NA	NA	
  01/06/1890	 8	50	NA	NA	30.24	
  01/06/1890	 9	NA	NA	NA	NA	
  01/06/1890	10	NA	NA	NA	NA	
  01/06/1890	11	62	NA	NA	30.28	
  01/06/1890	12	62	NA	NA	30.28	
  01/06/1890	13	NA	NA	NA	NA	
  01/06/1890	14	NA	NA	NA	NA	
  01/06/1890	15	NA	NA	NA	NA	
  01/06/1890	16	62	NA	28	30.28	
  01/06/1890	17	NA	NA	NA	NA	
  01/06/1890	18	NA	NA	NA	NA	
  01/06/1890	19	NA	NA	NA	NA	
  01/06/1890	20	54	NA	28	30.28	
  01/06/1890	21	NA	NA	NA	NA	
  01/06/1890	22	NA	NA	NA	NA	
  01/06/1890	23	54	NA	NA	30.28	
  01/06/1890	24	54	NA	28	30.28	
  02/06/1890	 1	NA	NA	NA	NA	
  02/06/1890	 2	NA	NA	NA	NA	
  02/06/1890	 3	NA	NA	NA	NA	
  02/06/1890	 4	NA	NA	NA	NA	
  02/06/1890	 5	NA	NA	NA	NA	
  02/06/1890	 6	NA	NA	NA	NA	
  02/06/1890	 7	NA	NA	NA	NA	
  02/06/1890	 8	NA	NA	NA	NA	
  02/06/1890	 9	NA	NA	NA	NA	
  02/06/1890	10	NA	NA	NA	NA	
  02/06/1890	11	NA	NA	NA	NA	
