1890-05-03	 1	NA	NA	NA	NA	
1890-05-03	 2	NA	NA	NA	NA	
1890-05-03	 3	NA	NA	NA	NA	
1890-05-03	 4	NA	NA	NA	NA	
1890-05-03	 5	NA	NA	NA	NA	
1890-05-03	 6	NA	NA	NA	NA	
1890-05-03	 7	NA	NA	NA	NA	
1890-05-03	 8	NA	NA	NA	NA	
1890-05-03	 9	NA	NA	NA	NA	
1890-05-03	10	NA	NA	NA	NA	
1890-05-03	11	NA	NA	NA	NA	
1890-05-03	12	NA	NA	NA	NA	
1890-05-03	13	NA	NA	NA	NA	
1890-05-03	14	NA	NA	NA	NA	
1890-05-03	15	NA	NA	NA	NA	
1890-05-03	16	NA	NA	NA	NA	
1890-05-03	17	NA	NA	NA	NA	
1890-05-03	18	NA	NA	NA	NA	
1890-05-03	19	NA	NA	NA	NA	
1890-05-03	20	NA	NA	NA	NA	
1890-05-03	21	NA	NA	NA	NA	
1890-05-03	22	NA	NA	NA	NA	
1890-05-03	23	NA	NA	NA	NA	
1890-05-03	24	NA	NA	NA	NA	
1890-05-04	 1	NA	NA	NA	NA	
1890-05-04	 2	52	50	NA	30.08	
1890-05-04	 3	NA	NA	NA	NA	
1890-05-04	 4	51	52	NA	30.08	
1890-05-04	 5	NA	NA	NA	NA	
1890-05-04	 6	NA	NA	NA	NA	
1890-05-04	 7	NA	NA	NA	NA	
1890-05-04	 8	58	53	NA	30.06	
1890-05-04	 9	NA	NA	NA	NA	
1890-05-04	10	56	52	NA	30.06	
1890-05-04	11	NA	NA	NA	NA	
1890-05-04	12	55	52	NA	30.08	
1890-05-04	13	NA	NA	NA	NA	
1890-05-04	14	57	55	NA	30.07	
1890-05-04	15	NA	NA	NA	NA	
1890-05-04	16	57	54	NA	30.06	
1890-05-04	17	NA	NA	NA	NA	
1890-05-04	18	50	54	NA	30.04	
1890-05-04	19	NA	NA	NA	NA	
1890-05-04	20	50	50	NA	30.08	
1890-05-04	21	NA	NA	NA	NA	
