  01/01/1903,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1903,,,47.6,-122.6,     bremerton washington,                bremerton,,,
  02/01/1903,,,,,,,,,
  02/01/1903,,,47.6,-122.6,     bremerton washington,                bremerton,,,
  03/01/1903,,,,,,,,,
  03/01/1903,,,47.6,-122.6,                bremerton,                bremerton,,,
  04/01/1903,,,,,,,,,
  04/01/1903,,,47.6,-122.6,                bremerton,                bremerton,,,
  05/01/1903,,,,,,,,,
  05/01/1903,,,,,,,,,
  06/01/1903,,,,,,,,,
  06/01/1903,,,47.6,-122.6,     bremerton washington,                bremerton,,,
  07/01/1903,,,,,,,,,
  07/01/1903,,,47.6,-122.3,       seattle washington,                  seattle,,,
  08/01/1903,,,,,,,,,
  08/01/1903,,,48.1,-122.8,       port townsend wash,            port townsend,,,
  09/01/1903,,,,,,,,,
  09/01/1903,,,48.1,-122.8,       port townsend wash,            port townsend,,,
  10/01/1903,,,36.1,-5.3,           georgia strait,                      gib,strait of georgia,49 17 39N,123 48 26W
  10/01/1903,,,55,-1.5,             baynes sound,                     tyne,baynes sound,49 32 0N,124 50 0W
  11/01/1903,,,,,,,,,
  11/01/1903,,,43.1,16.7,           union wharf bc,                     hvar,baynes sound,,
  12/01/1903,,,,,,,,,
  12/01/1903,,,43.1,16.7,           union wharf bc,                     hvar,baynes sound,,
  13/01/1903,,,,,,,,,
  13/01/1903,,,,,                 union bc,,,,
  14/01/1903,,,,,,,,,
  14/01/1903,,,,,,,,,
  15/01/1903,,,,,,,,,
  15/01/1903,,,69.1,-135.8,             union bay bc,             ellis island,union bay seattle,47 39N,122 17W
  16/01/1903,,,,,,,,,
  16/01/1903,,,37.1,25.1,              haro strait,             paros strait,haro strait,48 33N,123 13W
  17/01/1903,,,,,,,,,
  17/01/1903,,,56.2,117.2,            neah bay wash,                    mashi,neah bay washington,48 21 56N,124 36 56W
  18/01/1903,,,,,,,,,
  18/01/1903,,,22.2,113.9,            neah bay wash,                     taio,neah bay washington,,
  19/01/1903,,,,,,,,,
  19/01/1903,   46 55 N,  125 51 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  20/01/1903,,,,,,,,,
  20/01/1903,     45 09,    125 07,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  21/01/1903,,,,,,,,,
  21/01/1903,   42 44 N,  124 58 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  22/01/1903,,,,,,,,,
  22/01/1903,   41 24 N,  125 08 W,56.2,-3,      north pacific ocean,                    forth,north pacific,,
  23/01/1903,,,,,,,,,
  23/01/1903,   39 18 N,  124 12 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  24/01/1903,,,,,,,,,
  24/01/1903,,,37.8,-122.4,            san francisco,            san francisco,,,
  25/01/1903,,,,,,,,,
  25/01/1903,,,37.8,-122.4,            san francisco,            san francisco,,,
  26/01/1903,,,,,,,,,
  26/01/1903,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  27/01/1903,,,,,,,,,
  27/01/1903,,,-8.7,115.2,                 sf calif,                     bali,san francisco bay,37 42 30N,122 16 49W
  28/01/1903,,,,,,,,,
  28/01/1903,,,37.8,-122.4,            san francisco,            san francisco,,,
  29/01/1903,,,,,,,,,
  29/01/1903,,,37.8,-122.4,            san francisco,            san francisco,,,
  30/01/1903,,,,,,,,,
  30/01/1903,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,,,,,,,
  31/01/1903,,,37.8,-122.3,            sausalito cal,                sausalito,,,
  01/06/1903,,,,,,,,,
  01/06/1903,,,56.2,-3,poitn reyes nwxw 14 w 9 miles,                    forth,point reyes,37.99677N,123.01984W
  02/06/1903,,,,,,,,,
