  05/05/1932,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  05/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,39 13 35N,76 35 16W
  06/05/1932,,,,,,,,,
  06/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  07/05/1932,,,,,,,,,
  07/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  08/05/1932,,,,,,,,,
  08/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  09/05/1932,,,,,,,,,
  09/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  10/05/1932,,,,,,,,,
  10/05/1932,   39 01 N,   76 22 W,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  11/05/1932,,,,,,,,,
  11/05/1932,,,,,,,,,
  11/05/1932,,,,,,,,,
  11/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  12/05/1932,,,,,,,,,
  12/05/1932,,,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  13/05/1932,,,,,,,,,
  13/05/1932,   39 03 N,   76 23 W,55,-1.5,      curtis bay maryland,                      tic,curtis bay baltimore,,
  14/05/1932,,,,,,,,,
  14/05/1932,   37 42 N,   76 10 W,,,  patuxent river maryland,,,,
  15/05/1932,,,,,,,,,
  15/05/1932,   36 18 N,   75 30 W,-43,147.8,at anchor off lambert point norfolk va,              norfolk bay,lamberts point,36.87468N,76.32348W
  16/05/1932,,,,,,,,,
  16/05/1932,,,,,,,,,
  16/05/1932,,,,,,,,,
  16/05/1932,   34 01 N,   76 44 W,,,,,,,
  17/05/1932,,,,,,,,,
  17/05/1932,,,,,,,,,
  17/05/1932,,,,,,,,,
  17/05/1932,   32 04 N,   80 29 W,-18.1,178.4,              savannah ga,                     suva,savannah georgia,32 1N,81 7W
  18/05/1932,,,,,,,,,
  18/05/1932,,,-18.1,178.4,         savannah georgia,                     suva,savannah georgia,,
  19/05/1932,,,,,,,,,
