  01/03/1923,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/03/1923,,,,,,,,,
  01/03/1923,,,,,,,,,
  01/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,58.3014485N,134.4216125W
  02/03/1923,,,,,,,,,
  02/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  02/03/1923,,,,,,,,,
  02/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  03/03/1923,,,,,,,,,
  03/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  04/03/1923,,,,,,,,,
  04/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  05/03/1923,,,41.1,-52.7,   down gastineau channel,                  tor bay,gastineau channel,58 17 42N,134 24 26W
  05/03/1923,,,47.7,34.5,     funter bay se alaska,                    dahab,funter bay,58 14 49N,134 53 41W
  06/03/1923,,,,,,,,,
  06/03/1923,,,,,,,,,
  06/03/1923,,,47.7,173.3,rounded point retreat and stood down stephens passage,              round point,stephens passage,57 49 01N,133 50 34W
  06/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  07/03/1923,,,52.8,118.3,    down stephens passage,              wade island,stephens passage,,
  07/03/1923,,,52.1,-128.1,cleveland passage cape fanshaw,             lama passage,frederick sound,57 10 36N,133 54 23W
  08/03/1923,,,52.1,118.3,4 miles nw off midway island light,             lama passage,stephens passage,,
  08/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  09/03/1923,,,,,,,,,
  09/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  09/03/1923,,,,,,,,,
  09/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  10/03/1923,,,,,,,,,
  10/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  11/03/1923,,,,,,,,,
  11/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  12/03/1923,,,,,,,,,
  12/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  13/03/1923,,,,,,,,,
  13/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  13/03/1923,,,,,,,,,
  13/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  14/03/1923,,,,,,,,,
  14/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  14/03/1923,,,,,,,,,
  14/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  15/03/1923,,,,,,,,,
  15/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  16/03/1923,,,,,,,,,
  16/03/1923,,,,,,,,,
  16/03/1923,,,52.8,173.3,up and down gastineau channel,             east channel,gastineau channel,,
  16/03/1923,,,52.6,-128.5,off north end grand island,              jane island,stephens passage,,
  17/03/1923,,,,,,,,,
  17/03/1923,,,,,,,,,
  17/03/1923,,,12.8,45,       off pt arden light,                     aden,stephens passage,,
  17/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  18/03/1923,,,,,,,,,
  18/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  19/03/1923,,,,,,,,,
  19/03/1923,,,,,,,,,
  19/03/1923,,,,,,,,,
  19/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
  20/03/1923,,,12.8,45,       taku harbor alaska,                     aden,taku harbor,58 04 00N,134 01 09W
  20/03/1923,,,43.1,16.7,    taku harbor se alaska,                     hvar,taku harbor,,
  21/03/1923,,,,,,,,,
  21/03/1923,,,,,,,,,
  21/03/1923,,,-19.8,34.8,         off midway point,                    biera,stephens passage,,
  21/03/1923,,,12.7,34.8,    gambier bay se alaska,                    biera,gambier bay,57.48,-134.03
  22/03/1923,,,59,-2.7,       lindenberg harbour,                  derwick,lindenberg harbor,57.458,-135.032
  22/03/1923,,,58,-134.9,  point augusta 20 mi off,            point augusta,chatham strait,56 57 54N,134 37 32W
  23/03/1923,,,19.6,-70.2,through saginaw channel and down stephens passage,                  el buoy,stephens passage,,
  23/03/1923,,,-22.3,166.4,            juneau alaska,                    nunea,juneau alaska,,
