  01/01/1913,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1913,,,38.1,-122.3,   mare island california,              mare island,,,
  02/01/1913,,,,,,,,,
  02/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  03/01/1913,,,,,,,,,
  03/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  04/01/1913,,,,,,,,,
  04/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  05/01/1913,,,,,,,,,
  05/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  06/01/1913,,,,,,,,,
  06/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  07/01/1913,,,,,,,,,
  07/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  08/01/1913,,,,,,,,,
  08/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  09/01/1913,,,,,,,,,
  09/01/1913,,,38.1,-122.3,moored to usrc manning navy yard mare island cal,              mare island,,,
  10/01/1913,,,,,,,,,
  10/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  11/01/1913,,,,,,,,,
  11/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  12/01/1913,,,,,,,,,
  12/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  13/01/1913,,,,,,,,,
  13/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  14/01/1913,,,,,,,,,
  14/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  15/01/1913,,,,,,,,,
  15/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  16/01/1913,,,,,,,,,
  16/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  17/01/1913,,,,,,,,,
  17/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  18/01/1913,,,,,,,,,
  18/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  19/01/1913,,,,,,,,,
  19/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  20/01/1913,,,,,,,,,
  20/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  21/01/1913,,,,,,,,,
  21/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  22/01/1913,,,,,,,,,
  22/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  23/01/1913,,,,,,,,,
  23/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  24/01/1913,,,,,,,,,
  24/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  25/01/1913,,,,,,,,,
  25/01/1913,,,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  26/01/1913,,,,,,,,,
  26/01/1913,   33 56 N,  123 46 W,38.1,-122.3,moored to seawall navy yard mare island california,              mare island,,,
  27/01/1913,,,,,,,,,
  27/01/1913,   40 51 N,  124 51 W,,,,,,,
  28/01/1913,,,,,,,,,
  28/01/1913,   44 15 N,  124 30 W,,,,,,,
  29/01/1913,,,,,,,,,
  29/01/1913,   47 59 N,  124 48 W,,,,,,,
  30/01/1913,,,,,,,,,
  30/01/1913,   42 34 N,  122 30 W,48.1,-122.8, port townsend washington,            port townsend,,,
  31/01/1913,,,,,,,,,
  31/01/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,47.6N,122.4W
  01/02/1913,,,,,,,,,
  01/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  02/02/1913,,,,,,,,,
  02/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  03/02/1913,,,,,,,,,
  03/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  04/02/1913,,,,,,,,,
  04/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  05/02/1913,,,,,,,,,
  05/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  06/02/1913,,,,,,,,,
  06/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  07/02/1913,,,,,,,,,
  07/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  08/02/1913,,,,,,,,,
  08/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  09/02/1913,,,,,,,,,
  09/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  10/02/1913,,,,,,,,,
  10/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  11/02/1913,,,,,,,,,
  11/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  12/02/1913,,,,,,,,,
  12/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  13/02/1913,,,,,,,,,
  13/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  14/02/1913,,,,,,,,,
  14/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  15/02/1913,,,,,,,,,
  15/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  16/02/1913,,,,,,,,,
  16/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  17/02/1913,,,,,,,,,
  17/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  18/02/1913,,,,,,,,,
  18/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  19/02/1913,,,,,,,,,
  19/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  20/02/1913,,,,,,,,,
  20/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  21/02/1913,,,,,,,,,
  21/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  22/02/1913,,,,,,,,,
  22/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  23/02/1913,,,,,,,,,
  23/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  24/02/1913,,,,,,,,,
  24/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  25/02/1913,,,,,,,,,
  25/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  26/02/1913,,,,,,,,,
  26/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  27/02/1913,,,,,,,,,
  27/02/1913,,,30.6,117.2,   puget sound washington,                    mashi,puget sound,,
  28/02/1913,,,,,,,,,
  28/02/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  01/03/1913,,,,,,,,,
  01/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  02/03/1913,,,,,,,,,
  02/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  03/03/1913,,,,,,,,,
  03/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  04/03/1913,,,,,,,,,
  04/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  05/03/1913,,,,,,,,,
  05/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  06/03/1913,,,,,,,,,
  06/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  07/03/1913,,,,,,,,,
  07/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  08/03/1913,,,,,,,,,
  08/03/1913,,,30.6,117.2,in dry dock navy yard puget sound washington,                    mashi,puget sound,,
  09/03/1913,,,,,,,,,
