    1/1/1884,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  03/07/1884,,,18,-76.8,         kingston jamaica,         kingston jamaica,,,
  08/03/1884,,,,,,,,,
  08/03/1884,,,18,-76.8,         kingston jamaica,         kingston jamaica,,,
  09/03/1884,,,,,,,,,
  09/03/1884,,,18,-76.8,         kingston jamaica,         kingston jamaica,,,
  10/03/1884,,,,,,,,,
  10/03/1884,,,18,-76.8,         kingston jamaice,         kingston jamaica,,,
  11/03/1884,,,22.4,114.2,at end of watch standing out of kingston harbor,              tolo harbor,kingston jamaica,17 59N,76 48W
  11/03/1884,,,56.4,-5.3,    at anchor morant cays,                      gib,morant cays,17 24N,75 59W
  12/03/1884,,,35.7,-0.6,at 950 sighted moramb s e cay on starboard bow,                     oran,south east cay,17 23N,76 00W
  12/03/1884,   16 06 N,   75 26 W,36.1,-5.3,            caribbean sea,                      gib,caribbean sea,,
  13/03/1884,,,,,,,,,
  13/03/1884,   13 52 N,   75 07 W,,,,,,,
   14/3/1884,,,,,,,,,
   14/3/1884,   11 51 N,   74 27 W,,,,,,,
   15/3/1884,,,,,,,,,
   15/3/1884,,,-5.2,39.1,                savanilla,                   sadani,puerto colombia,11 01N,74 53W
   16/3/1884,,,,,,,,,
   16/3/1884,,,12.1,-61.7,    savanilla new granada,                  grenada,puerto colombia,,
   17/3/1884,,,,,,,,,
   17/3/1884,,,12.1,-61.7,    savanilla new granada,                  grenada,puerto colombia,,
   18/3/1884,,,,,,,,,
   18/3/1884,,,12.1,-61.7,    savanilla new granada,                  grenada,puerto colombia,,
   19/3/1884,,,,,,,,,
   19/3/1884,,,12.1,-61.7,    savanilla new granada,                  grenada,puerto colombia,,
  20/03/1884,,,,,,,,,
  20/03/1884,,,12.1,-61.7,    savanilla new granada,                  grenada,puerto colombia,,
  21/03/1884,,,,,,,,,
  21/03/1884,   11 01 N,   75 17 W,-5.2,39.1,     savanilla and at sea,                   sadani,puerto colombia,,
  22/03/1884,,,,,,,,,
  22/03/1884,   09 51 N,   76 20 W,6.9,79.8,    off coast us colombia,                  colombo,caribbean sea,,
  23/03/1884,,,,,,,,,
  23/03/1884,   09 45 N,   78 04 W,6.9,79.8, off coast of us colombia,                  colombo,caribbean sea,,
  24/03/1884,,,,,,,,,
  24/03/1884,,,6.9,79.8,                   at sea,                  columbo,limon bay,9 20N,79 56W
  25/03/1884,,,43.1,16.7,         aspinwall harbor,                     hvar,limon bay,,
  25/03/1884,,,6.9,79.8,    aspinwall us colombia,                  colombo,colon panama,9 21 26N,79 53 55W
  26/03/1884,,,,,,,,,
  26/03/1884,,,6.9,79.8,    aspinwall us colombia,                  colombo,colon panama,,
  27/03/1884,,,,,,,,,
  27/03/1884,,,6.9,79.8,    aspinwall us colombia,                  colombo,colon panama,,
  28/03/1884,,,,,,,,,
  28/03/1884,,,6.9,79.8,    aspinwall us colombia,                  colombo,colon panama,,
  29/03/1884,,,,,,,,,
  29/03/1884,,,6.9,79.8,    aspinwall us columbia,                  colombo,colon panama,,
  30/03/1884,,,,,,,,,
  30/03/1884,,,6.9,79.8,    aspinwall us columbia,                  columbo,colon panama,,
  31/03/1884,,,,,,,,,
  31/03/1884,,,6.9,79.8,    aspinwall us columbia,                  colombo,colon panama,,
  01/04/1884,,,,,,,,,
  01/04/1884,,,,,                aspinwall,,colon panama,,
  02/04/1884,,,,,,,,,
  02/04/1884,   11 15 N,   80 41 W,4.3,-5.3,            carribean sea,                    warri,caribbean sea,,
  03/04/1884,,,,,,,,,
  03/04/1884,   13 06 N,   81 25 W,22.4,114.3,catalina harbor old providence island,              long harbor,isla de providencia,13 20 56N,81 22 29W
  04/04/1884,,,22.4,45,      old catalina harbor,              long harbor,isla de providencia,,
  04/04/1884,,,22.4,114.3,catalina harbor old providence island,              long harbor,isla de providencia,,
  05/04/1884,,,,,,,,,
  05/04/1884,,,22.4,114.3,catalina harbor old providence island,              long harbor,isla de providencia,,
  06/04/1884,,,,,,,,,
  06/04/1884,,,22.4,114.3,catalina harbor old providence island,              long harbor,isla de providencia,,
  07/04/1884,,,,,,,,,
  07/04/1884,,,22.4,114.3,catalina harbor old providence island,              long harbor,isla de providencia,,
  08/04/1884,,,,,,,,,
  08/04/1884,   13 40 N,   81 16 W,12.8,45,    old providence island,                     aden,isla de providencia,,
  09/04/1884,,,22.4,45,at 6 got underway and stood out of st catalina harbor conned by navigator,              long harbor,isla de providencia,,
  09/04/1884,   15 28 N,   80 36 W,36.1,-5.3,            caribbean sea,                      gib,caribbean sea,,
  10/04/1884,,,,,,,,,
  10/04/1884,   17 36 N,   82 22 W,36.1,-5.3,            caribbean sea,                      gib,caribbean sea,,
  11/04/1884,,,,,,,,,
  11/04/1884,   18 50 N,   83 49 W,36.1,-5.3,            caribbean sea,                      gib,caribbean sea,,
  12/04/1884,,,,,,,,,
  12/04/1884,   21 15 N,   84 47 W,,,at sea off the west end of cuba,,caribbean sea,,
  13/04/1884,,,22.8,113.6,at 520 sighted cape san antonio light house bearing n 34 w ships head nnw distance 15 miles,                   canton,yucatan channel,21 34 42N,85 54 27W
  13/04/1884,   23 48 N,   84 06 W,30,48.5,at sea straits of florida,                      fao,straits of florida,23 56 03N,80 55 33W
  14/04/1884,,,,,,,,,
  14/04/1884,,,30,48.5,straits of florida  key west fla,                      fao,straits of florida,,
  15/04/1884,,,,,     sand key light abeam,,,,
  15/04/1884,,,,,             key west fla,,,,
  16/04/1884,,,,,,,,,
  16/04/1884,,,51.1,1.3,government wharf key west fla,                    dover,key west,24 33 33N,81 47 03W
  17/04/1884,,,,,,,,,
  17/04/1884,,,51.1,1.3,government wharf key west florida,                    dover,key west,,
  18/04/1884,,,,,,,,,
   18/6/1884,,,51.1,1.3,government wharf key west florida,                    dover,key west,,
   19/4/1884,,,51.1,1.3,government wharf key west flo,                    dover,key west,,
   19/4/1884,,,51.1,1.3,government wharf key west fla,                    dover,key west,,
   20/4/1884,,,,,,,,,
   20/4/1884,,,51.1,1.3,governmental wharf key west fla,                    dover,key west,,
  21/04/1884,,,,,,,,,
  21/04/1884,,,51.1,1.3,government wharf key west fl,                    dover,key west,,
  22/04/1884,,,,,,,,,
  22/04/1884,,,51.1,1.3,government wharf key west fla,                    dover,key west,,
  23/04/1884,,,,,,,,,
  23/04/1884,,,51.1,1.3,government wharf key west fla,                    dover,key west,,
  24/04/1884,,,,,,,,,
  25/04/1884,,,51.1,1.3,government wharf key west fla,                    dover,key west,,
  25/04/1884,,,,,,,,,
  25/04/1884,,,51.1,1.3,government wharf key west fla,                    dover,key west,,
  26/04/1884,,,,,,,,,
  26/04/1884,,,30,48.5,key west and strait of florida,                      fao,straits of florida,,
  27/04/1884,,,,,,,,,
  27/04/1884,,,23.1,-82.4,              havana cuba,                   havana,,,
  28/04/1884,,,23.1,-82.4,   standing in for havana,                   havana,,,
  28/04/1884,,,23.1,-82.4,              havana cuba,                   havana,,,
  29/04/1884,,,,,,,,,
  29/04/1884,,,23.1,-82.4,in nd off havana harbor cuba,                   havana,,,
  30/04/1884,,,,,,,,,
  30/04/1884,,,23.1,-82.4,              havana cuba,                   havana,,,
    1/5/1884,,,,,,,,,
    1/5/1884,   22 00 N,,,,,,,,
  02/05/1884,,,,,,,,,
  02/05/1884,,,,,,,,,
  21/05/1884,,,,,,,,,
  21/05/1884,,,22.8,113.6,off cape san antonio cuba,                   canton,yucatan channel,,
  03/05/1884,,,,,,,,,
  03/05/1884,,,22.8,113.6,off cape san antonio cuba,                   canton,yucatan channel,,
  14/05/1884,,,,,,,,,
  14/05/1884,,,22.8,113.6,off cape san antonio cuba,                   canton,yucatan channel,,
    05/05/84,,,,,,,,,
    05/05/84,,,15.5,73.9,     off nw coast of cuba,                      goa,straits of florida,,
  06/05/1884,,,56.2,-3,cape san antonio light sighted ahead,                    forth,yucatan channel,,
  06/05/1884,,,-17.5,48.5,             key west fla,                   moorea,key west,,
    7/5/1884,,,12.8,117.1,    sand key light ene pc,                     aden,key west,,
    7/5/1884,   24 33 N,   81 48 W,43.1,16.7,light house wharf key west fl,                     hvar,key west,,
  08/05/1884,,,,,,,,,
  08/05/1884,,,43.1,16.7,light house and naval wharves key west fla,                     hvar,key west,,
  09/05/1884,,,,,,,,,
  09/05/1884,,,30,48.5,key west fla and strait of florida,                      fao,straits of florida,,
  10/05/1884,,,56.2,-3,sighted sombrero light house bearing pc nn,                    forth,straits of florida,,
  10/05/1884,   27 17 N,   79 47 W,,,,,,,
   11/5/1884,,,,,,,sargasso sea,28N,66W
   11/5/1884,   31 16 N,   78 25 W,38.9,-77,making passage from key west fla to washington dc,            washington dc,north atlantic,,
   12/5/1884,,,,,,,,,
   12/5/1884,   33 21 N,   75 16 W,,,,,,,
   13/5/1884,,,,,,,,,
   13/5/1884,   34 33 N,   73 24 W,,,,,,,
   14/5/1884,,,,,,,,,
   14/5/1884,   35 53 N,   75 04 W,38.9,-77,making passage from key west fla to washingtion dc,            washington dc,north atlantic,,
   15/5/1884,,,55,-1.5,standing in for the capes of virginia and up the chesapeake bay,                     hvar,chesapeake bay,,
   15/5/1884,,,38.9,-77,            washington dc,            washington dc,,,
  16/05/1884,,,36.9,-1.5,at end of watch midway between sandy pt  quantico,                     poti,quantico virginia,38 31 19N,77 17 23W
  16/05/1884,,,38.9,-77,            washington dc,            washington dc,,,
   17/5/1884,,,,,,,,,
   17/5/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   18/5/1884,,,,,,,,,
   18/5/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  19/05/1884,,,,,,,,,
  19/05/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  20/05/1884,,,,,,,,,
  20/05/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   21/5/1884,,,,,,,,,
   21/5/1884,,,38.9,-77,   navy yard washingtondc,            washington dc,,,
   22/5/1884,,,,,,,,,
   22/5/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  23/05/1884,,,,,,,,,
  23/05/1884,,,38.9,-77,            washington dc,            washington dc,,,
    24/05/84,,,,,,,,,
    24/05/84,,,38.9,-77,            washington dc,            washington dc,,,
  25/05/1884,,,,,,,,,
  25/05/1884,,,38.9,-77,            washington dc,            washington dc,,,
   26/5/1884,,,,,,,,,
   26/5/1884,,,38.9,-77,            washington dc,            washington dc,,,
   27/5/1884,,,,,,,,,
   27/5/1884,,,38.9,-77,navy yard washingtondelaware,            washington dc,,,
   28/5/1884,,,,,,,,,
   28/5/1884,,,38.9,-77,            washington dc,            washington dc,,,
   29/5/1884,,,,,,,,,
   29/5/1884,,,38.9,-77, navy yard washington d c,            washington dc,,,
   30/5/1884,,,,,,,,,
   30/5/1884,,,38.9,-77,  port yard washington dc,            washington dc,,,
   31/5/1884,,,,,,,,,
   31/5/1884,,,38.9,-77,            washington dc,            washington dc,,,
    1/6/1884,,,,,,,,,
    1/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
    2/6/1884,,,,,,,,,
    2/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
    3/6/1884,,,,,,,,,
    3/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
    4/6/1884,,,,,,,,,
    4/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  05/06/1884,,,,,,,,,
  05/06/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  06/06/1884,,,,,,,,,
  06/06/1884,,,38.9,-77,            washington dc,            washington dc,,,
    7/6/1884,,,,,,,,,
    7/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
    8/6/1884,,,,,,,,,
    8/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
    9/6/1884,,,,,,,,,
    9/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
  06/10/1884,,,,,,,,,
  06/10/1884,,,38.9,-77,            washington dc,            washington dc,,,
   11/6/1884,,,,,,,,,
   11/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
   12/6/1884,,,,,,,,,
   12/6/1884,,,38.9,-77,     mary yard washington,            washington dc,,,
   13/6/1884,,,,,,,,,
   13/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   14/6/1884,,,,,,,,,
   14/6/1884,,,38.9,-77,navy yard washingtion d c,            washington dc,,,
   15/6/1884,,,,,,,,,
   15/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   16/6/1884,,,,,,,,,
   16/6/1884,     00 01,     00 01,38.9,-77,            washington dc,            washington dc,,,
   17/6/1884,,,,,,,,,
   17/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
   18/6/1884,,,,,,,,,
   18/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  19/06/1884,,,,,,,,,
  19/06/1884,,,38.9,-77,   navy yar washington dc,            washington dc,,,
  20/06/1884,,,44.1,15.2,the despatch in coming up grounded off buzzards point,                     zara,buzzard point,38.872N,77.011W
  20/06/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  21/06/1884,,,,,,,,,
  21/06/1884,,,38.9,-77,   navy yard washinton dc,            washington dc,,,
   22/6/1884,,,,,,,,,
   22/6/1884,,,38.9,-77,            washington dc,            washington dc,,,
  23/06/1884,,,,,,,,,
  23/06/1884,,,38.9,-77,            washington dc,            washington dc,,,
   24/6/1884,,,,,,,,,
   24/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   25/6/1884,,,,,,,,,
   25/6/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  26/06/1884,,,,,,,,,
  26/06/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  27/06/18~~,,,,,,,,,
  27/06/18~~,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   28/06/184,,,,,,,,,
   28/06/184,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  29/06/1884,,,,,,,,,
  29/06/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   30/6/1884,,,,,,,,,
   30/6/1884,,,,,,,,,
   30/6/1884,,,,,,,,,
   30/6/1884,,,,,,,,,
   30/6/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,,,,,,,
   01/7/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  01/07/1884,,,,,,,,,
  01/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  02/07/1884,,,,,,,,,
  02/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  03/07/1884,,,,,,,,,
  04/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  04/07/1884,,,,,,,,,
  04/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  05/07/1884,,,,,,,,,
  05/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  06/07/1884,,,,,,,,,
  07/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  07/07/1884,,,,,,,,,
  07/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  08/07/1884,,,,,,,,,
  08/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  09/07/1884,,,,,,,,,
  09/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  10/07/1884,,,,,,,,,
  10/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
  11/07/1884,,,,,,,,,
  11/07/1884,,,38.9,-77,  navy yard washington dc,            washington dc,,,
   12/7/1884,,,,,,,,,
   12/7/1884,,,37,-76,potomac river and chesapeake bay,           chesapeake bay,,,
  07/13/1884,,,54,-166.6,at 410 got underway and stood down potomic river at 613 abreast of upper cedar point at 657 abreast mathias point at 735 lower cedarpoint abeam,              eider point,mathias point light,38.4051N,77.0428W
  07/13/1884,,,37,-76.3,hampton roads and navy yard norfolk va,            hampton roads,,,
   14/7/1884,,,36.8,16.7,                  norfolk,                     hvar,norfolk virginia,,
   14/7/1884,,,-43,147.8,dry dock norfolk navy yard,              norfolk bay,naval station norfolk,,
  15/07/1884,,,,,,,,,
  15/07/1884,,,-43,-76.3,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  16/07/1884,,,,,,,,,
  16/07/1884,,,-43,147.8,dry dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  17/07/1884,,,,,,,,,
  17/07/1884,,,-43,147.8,at anchor navy yard norfolk virginia,              norfolk bay,naval station norfolk,,
  18/07/1884,,,,,,,,,
  18/07/1884,,,-43,147.8,navy yard norfolk va and at sea,              norfolk bay,naval station norfolk,,
  19/07/1884,,,36.9,-5.3,at 750 abreast of willoughby spit buoy,                     bone,willoughby spit,36 58 1.2N,76 16 56.9W
  19/07/1884,   37 57 N,   73 54 W,15.5,73.9,at sea off the maryland coast,                      goa,north atlantic,,
  20/07/1884,,,,,,,,,
  20/07/1884,   38 03 N,   72 27 W,15.5,73.9,at sea off new jersey coast,                      goa,north atlantic,,
  21/07/1884,,,,,,,,,
  21/07/1884,   39 29 N,   72 21 W,15.5,73.9,at sea off the new jersey coast,                      goa,north atlantic,,
  22/07/1884,,,,,,,,,
  22/07/1884,   39 28 N,   71 49 W,65,-168.1,at sea south of long island,              king island,north atlantic,,
  23/07/1884,,,,,,,,,
  23/07/1884,,,31.9,118.6,at sea and in block island sound,              duck island,block island sound,41.26N,71.66W
  24/07/1884,,,42.2,41.7,at 522 beaver tail lighthouse abeam,                     poti,beavertail state park,41 26 56N,71 23 58W
  07/24/1894,,,29.9,32.6,newport r i and tarpaulin leove,                   port t,newport rhode island,41.488002N,71.312622W
   25/7/1884,,,,,,,,,
