  01/01/1905,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  02/01/1905,,,,,,,,,
  02/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  03/01/1905,,,,,,,,,
  03/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  04/01/1905,,,,,,,,,
  04/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  05/01/1905,,,,,,,,,
  05/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  06/01/1905,,,,,,,,,
  06/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  07/01/1905,,,,,,,,,
  07/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  08/01/1905,,,,,,,,,
  08/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  09/01/1905,,,,,,,,,
  09/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  10/01/1905,,,,,,,,,
  10/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  11/01/1905,,,,,,,,,
  11/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  12/01/1905,,,,,,,,,
  12/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  13/01/1905,,,,,,,,,
  13/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  14/01/1905,,,,,,,,,
  14/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  15/01/1905,,,,,,,,,
  15/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  16/01/1905,,,,,,,,,
  16/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  17/01/1905,,,,,,,,,
  17/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  18/01/1905,,,,,,,,,
  18/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  19/01/1905,,,,,,,,,
  19/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  20/01/1905,,,,,,,,,
  20/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  21/01/1905,,,,,,,,,
  21/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  22/01/1905,,,,,,,,,
  22/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  23/01/1905,,,,,,,,,
  23/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  24/01/1905,,,,,,,,,
  24/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  25/01/1905,,,,,,,,,
  25/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  26/01/1905,,,,,,,,,
  26/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  27/01/1905,,,,,,,,,
  27/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  27/01/1905,,,,,,,,,
  27/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  29/01/1905,,,,,,,,,
  29/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  30/01/1905,,,,,,,,,
  30/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  31/01/1905,,,,,,,,,
  31/01/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  01/02/1905,,,,,,,,,
  01/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  02/02/1905,,,,,,,,,
  02/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  03/02/1905,,,,,,,,,
  03/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  04/02/1905,,,,,,,,,
  04/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  05/02/1905,,,,,,,,,
  05/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  06/02/1905,,,,,,,,,
  06/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  07/02/1905,,,,,,,,,
  07/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  08/02/1905,,,,,,,,,
  08/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  09/02/1905,,,,,,,,,
  09/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  10/02/1905,,,,,,,,,
  10/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  11/02/1905,,,,,,,,,
  11/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  12/02/1905,,,,,,,,,
  12/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  13/02/1905,,,,,,,,,
  13/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  14/02/1905,,,,,,,,,
  14/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  15/02/1905,,,,,,,,,
  15/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  16/02/1905,,,,,,,,,
  16/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  17/02/1905,,,,,,,,,
  17/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  18/02/1905,,,,,,,,,
  18/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  19/02/1905,,,,,,,,,
  19/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  20/02/1905,,,,,,,,,
  20/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  21/02/1905,,,,,,,,,
  21/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  22/02/1905,,,,,,,,,
  22/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  23/02/1905,,,,,,,,,
  23/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  24/02/1905,,,,,,,,,
  24/02/1905,   20 46 N,  157 11 W,21.3,-157.9,              honolulu th,                 honolulu,,,
  25/02/1905,,,,,,,,,
  25/02/1905,   19 48 N,  156 05 W,55,-1.5,     at sea pacific ocean,                      tic,hawaii,19 34N,155 30W
  26/02/1905,,,,,,,,,
  26/02/1905,,,51.2,1.4,kealakekua bay kailua hawaii,                     deal,kealakekua bay,19 28 34N,155 55 37W
  27/02/1905,,,,,,,,,
  27/02/1905,   79 51 N,  156 24 W,51.2,1.4,    kealakekua bay hawaii,                     deal,kealakekua bay,,
  28/02/1905,,,,,,,,,
  28/02/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  01/03/1905,,,,,,,,,
  01/03/1905,,,-2.1,147,       shaina mani island,             manus island,maui,20 48N,156 20W
  02/03/1905,,,,,,,,,
  02/03/1905,   20 26 N,  156 11 W,21.5,109.1,         lahina maui isld,                    china,maui,,
  03/03/1905,,,,,,,,,
  03/03/1905,,,71,-177.9,      off kawaihae hawaii,              cape hawaii,kawaihae hawaii,20 2 7N,155 49 42W
  04/03/1905,,,,,,,,,
  04/03/1905,   20 10 N,  156 21 W,52.8,173.9,  puako bay hawaii island,             alaid island,puako hawaii,19 58 3N,155 50 48W
  05/03/1905,,,,,,,,,
  05/03/1905,   20 58 N,  157 47 W,55,-1.5,     at sea pacific ocean,                      tic,hawaiian islands,21N,157W
  06/03/1905,,,,,,,,,
  06/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  07/03/1905,,,,,,,,,
  07/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  08/03/1905,,,,,,,,,
  08/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  09/03/1905,,,,,,,,,
  09/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  10/03/1905,,,,,,,,,
  10/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  11/03/1905,,,,,,,,,
  11/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  12/03/1905,,,,,,,,,
  12/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  13/03/1905,,,,,,,,,
  13/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  14/03/1905,,,,,,,,,
  14/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  15/03/1905,,,,,,,,,
  15/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  16/03/1905,,,,,,,,,
  16/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  17/03/1905,,,,,,,,,
  17/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  18/03/1905,,,,,,,,,
  18/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  19/03/1905,,,,,,,,,
  19/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  20/03/1905,,,,,,,,,
  20/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  21/03/1905,,,,,,,,,
  22/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  22/03/1905,,,,,,,,,
  22/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  23/03/1905,,,,,,,,,
  23/03/1905,   21 50 N,  159 35 W,,,         waimea bay kauai,,waimea bay oahu,21 38 25N,158 03 50W
  24/03/1905,,,,,,,,,
  24/03/1905,,,52.8,173.9,off alapaii point kanai island,             alaid island,kauai,22 05N,159 30W
  25/03/1905,,,,,,,,,
  25/03/1905,,,52.8,173.9,      waimea kanai island,             alaid island,waimea kauai,21 57 42N,159 40 25W
  26/03/1905,,,,,,,,,
  26/03/1905,   22 21 N,  160 05 W,52.8,173.9,      waimea kanai island,             alaid island,waimea kauai,,
  27/03/1905,,,,,,,,,
  27/03/1905,   21 49 N,  159 43 W,60.6,-146,   nonopapa niihan island,             hanks island,niihau,21 54N,160 10W
  28/03/1905,,,,,,,,,
  28/03/1905,   21 30 N,  158 45 W,,,at sea kaieie waho channel,,kauai,,
  29/03/1905,,,,,,,,,
  29/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  30/03/1905,,,,,,,,,
  30/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  31/03/1905,,,,,,,,,
  31/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  01/04/1905,,,,,,,,,
  01/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  02/04/1905,,,,,,,,,
  02/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  03/04/1905,,,,,,,,,
  03/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  04/04/1905,,,,,,,,,
  04/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  05/04/1905,,,,,,,,,
  05/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  06/04/1905,,,,,,,,,
  06/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  07/03/1905,,,,,,,,,
  07/03/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  08/04/1905,,,,,,,,,
  08/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  09/04/1905,,,,,,,,,
  09/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  10/04/1905,,,,,,,,,
  10/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  11/04/1905,,,,,,,,,
  11/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  12/04/1905,,,,,,,,,
  12/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  13/04/1905,,,,,,,,,
  13/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  14/04/1905,,,,,,,,,
  14/04/1905,,,21.3,-157.9,              honolulu th,                 honolulu,,,
  15/04/1905,,,,,,,,,
