  01/01/1902,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,40 40N,122 14E
  02/01/1902,,,,,,,,,
  02/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  03/01/1901,,,,,,,,,
  03/01/1901,,,21.5,109.1,in mud dock at nanchwang china,                    china,yingkou,,
  04/01/1902,,,,,,,,,
  04/01/1902,,,21.5,109.1,in mud dock at newchwang china,                    china,yingkou,,
  05/01/1902,,,,,,,,,
  05/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  06/01/1902,,,,,,,,,
  06/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  07/01/1902,,,,,,,,,
  07/01/1902,,,21.5,109.1,in mud dock at newchwang china,                    china,yingkou,,
  08/01/1902,,,,,,,,,
  08/01/1902,,,21.5,109.1,in mud dock at newchwang china,                    china,yingkou,,
  09/01/1902,,,,,,,,,
  09/01/1902,,,,,,,,,
  10/01/1902,,,,,,,,,
  10/01/1902,,,21.5,109.1,in dock at neuchwang china,                    china,yingkou,,
  11/01/1902,,,,,,,,,
  11/01/1902,,,21.5,109.1,in mud dock at newchwang china,                    china,yingkou,,
  12/01/1902,,,,,,,,,
  12/01/1902,,,21.5,109.1,in mud dock at newchwang china,                    china,yingkou,,
  13/01/1902,,,,,,,,,
  13/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  14/01/1902,,,,,,,,,
  14/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  15/01/1902,,,,,,,,,
  15/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  16/01/1902,,,,,,,,,
  16/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  17/01/1902,,,,,,,,,
  17/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  18/01/1902,,,,,,,,,
  18/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  19/01/1902,,,,,,,,,
  19/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  20/01/1902,,,,,,,,,
  20/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  21/01/1902,,,,,,,,,
  21/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  22/01/1902,,,,,,,,,
  22/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  23/01/1902,,,,,,,,,
  23/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  24/01/1902,,,,,,,,,
  24/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  25/01/1902,,,,,,,,,
  25/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  26/01/1902,,,,,,,,,
  26/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  27/01/1902,,,,,,,,,
  27/01/1902,,,21.5,109.1,in mud dock at newchwang china,                    china,yingkou,,
  28/01/1902,,,,,,,,,
  28/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  29/01/1902,,,,,,,,,
  29/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  30/01/1902,,,,,,,,,
  30/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  31/01/1902,,,,,,,,,
  31/01/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
  01/02/1902,,,,,,,,,
  01/02/1902,,,21.5,109.1,          newchwang china,                    china,yingkou,,
