  01/01/1900,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,10 43N,122 34E
  02/01/1900,,,,,,,,,
  02/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  03/01/1900,,,,,,,,,
  03/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  04/01/1900,,,,,,,,,
  04/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  05/01/1900,,,,,,,,,
  05/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  06/01/1900,,,,,            south passage,,,,
  06/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  07/01/1900,,,,,,,,,
  07/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  08/01/1900,     10 61,    122 53,60.7,-173.1,at end of watch point naso bore on starboard bow distant 11 miles,               arch point,panay gulf,10.2500N,122.2486E
  08/01/1900,,,,,                   at sea,,,,
  09/01/1900,     10 57,    121 95,57.4,-152.3,at end of watch tiolas bore on the port bow distant about two miles,                    forth,panay gulf,,
  09/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  10/01/1900,,,22.4,114.2,got underway at 555 and stood into iloilo at full speed,                     tolo,iloilo city,,
  10/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  11/01/1900,,,,,,,,,
  11/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  12/01/1900,,,,,,,,,
  12/01/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  13/01/1900,,,,,,,,,
  13/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  14/01/1900,,,,,,,,,
  14/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  15/01/1900,,,,,,,,,
  15/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  16/01/1900,,,,,,,,,
  16/01/1900,,,15.5,73.9,   san joaquin and at sea,                      goa,san joaquin iloilo,10 36N,122 05E
  17/01/1900,,,,,,,,,
  17/01/1900,,,,,                   at sea,,,,
  18/01/1900,,,,,,,,,
  18/01/1900,,,,,  san jose de buena vista,,,,
  19/01/1900,,,,,,,,,
  19/01/1900,,,,,  san jose de buena vista,,,,
  20/01/1900,,,,,,,,,
  20/01/1900,,,,,                   at sea,,,,
  21/01/1900,     11 43,    122 02,22.4,-28.6,at 700 stopped and lying to off kolasi,                     tolo,culasi antique,11 25N,122 04E
  21/01/1900,,,,,san jose de buena vista pi,,,,
  22/01/1900,,,,,,,,,
  22/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  23/01/1900,,,22.4,-152.3,at 1250 rounded nogas island and headed e 14 n,              ugak island,nogas island,10 25 4N,121 55 10E
  23/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  24/01/1900,,,29.9,32.6,at 558 put over p log reading 0 point kabalik bearing off port beam,                   port t,panay gulf,,
  24/01/1900,,,,,                   at sea,,,,
  25/01/1900,,,57.4,-152.3,at 1032 changed course to east p log 225 in rounding nogas island,              ugak island,nogas island,,
  25/01/1900,,,,,                   at sea,,,,
  26/01/1900,,,55,-1.5,at 805 came came to anchor off iloilo,                    t i c,iloilo city,,
  26/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  27/01/1900,,,,,,,,,
  27/01/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  28/01/1900,,,,,,,,,
  28/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  29/01/1900,,,,,,,,,
  29/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  30/01/1900,,,,,,,,,
  30/01/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  31/01/1900,,,,,,,,,
  31/01/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  01/02/1900,,,,,,,,,
  01/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  02/02/1900,,,,,,,,,
  02/02/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  03/02/1900,,,,,,,,,
  03/02/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  04/02/1900,,,,,,,,,
  04/02/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  05/02/1900,,,,,,,,,
  05/02/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  06/02/1900,,,,,,,,,
  06/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  07/02/1900,,,,,,,,,
  07/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  08/02/1900,,,,,,,,,
  08/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  09/02/1900,,,,,,,,,
  09/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  10/02/1900,,,,,,,,,
  10/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  11/02/1900,,,,,,,,,
  11/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  12/02/1900,,,,,,,,,
  12/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  13/02/1900,,,,,,,,,
  13/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  14/02/1900,,,,,,,,,
  14/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  15/02/1900,,,,,,,,,
  15/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  16/02/1900,,,,,,,,,
  16/02/1900,,,59.9,10.8,                iloilo pi,                     oslo,iloilo city,,
  17/02/1900,,,,,,,,,
  17/02/1900,,,59.9,10.8,                 hoilo pi,                     oslo,iloilo city,,
  18/02/1900,,,,,,,,,
  18/02/1900,,,56.4,-5.5,                banate pi,                     oban,banate iloilo,11 03N,122 47E
  19/02/1900,,,,,,,,,
  19/02/1900,,,56.4,-5.5,                banate pi,                     oban,banate iloilo,,
  20/02/1900,,,,,,,,,
