  01/01/1904,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  01/01/1904,,,,,,,,,
  01/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  01/01/1904,,,,,,,,,
  01/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  02/01/1904,,,,,,,,,
  02/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  02/01/1904,,,,,,,,,
  02/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  03/01/1904,,,,,,,,,
  03/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  03/01/1904,,,,,,,,,
  03/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  04/01/1904,,,,,,,,,
  04/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  04/01/1904,,,,,,,,,
  04/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  05/01/1904,,,,,,,,,
  05/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  05/01/1904,,,,,,,,,
  05/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  05/01/1904,,,,,,,,,
  05/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  06/01/1904,,,,,,,,,
  06/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  06/01/1904,,,,,,,,,
  06/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  06/01/1904,,,,,,,,,
  06/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  07/01/1904,,,,,,,,,
  07/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  07/01/1904,,,,,,,,,
  07/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  07/01/1904,,,,,,,,,
  07/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  08/01/1904,,,,,,,,,
  08/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  08/01/1904,,,,,,,,,
  08/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  08/01/1904,,,,,,,,,
  08/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  09/01/1904,,,,,,,,,
  09/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  09/01/1904,,,,,,,,,
  09/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  09/01/1904,,,,,,,,,
  09/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  10/01/1904,,,,,,,,,
  10/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  10/01/1904,,,,,,,,,
  10/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  10/01/1904,,,,,,,,,
  10/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  11/01/1904,,,,,,,,,
  11/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  11/01/1904,,,,,,,,,
  11/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  11/01/1904,,,,,,,,,
  11/01/1904,,,37.5,126.7,          chemulpho korea,                chemulpho,,,
  12/01/1904,,,,,,,,,
  12/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  12/01/1904,,,,,,,,,
  12/01/1904,,,37.5,126.7,at anchor chemulpho corea,                chemulpho,,,
  12/01/1904,,,,,,,,,
