  01/01/1890,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1890,   13 09 N,   60 08 W,,,,,,,
  02/01/1890,,,,,,,,,
  02/01/1890,   11 41 N,   60 13 W,,,,,,,
  03/01/1890,,,,,,,,,
  03/01/1890,   11 12 N,   61 08 W,,,,,,,
  04/01/1890,,,,,,,,,
  04/01/1890,,,-13.8,-171.7,   entering gulf of paria,                     apia,gulf of paria,10 23N,0001-05-28
  05/01/1890,,,,,,,,,
  05/01/1890,,,10.7,-61.5,at anchor gulf of paria trinidad wi,                 trinidad,,,
  06/01/1890,,,,,,,,,
  06/01/1890,,,10.7,-61.5,at anchor off gulf of paria trinidad wi,                 trinidad,,,
  07/01/1890,,,,,,,,,
  07/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  08/01/1890,,,,,,,,,
  08/01/1890,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  09/01/1890,,,,,,,,,
  09/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  10/01/1890,,,,,,,,,
  10/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  11/01/1890,,,,,,,,,
  11/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  12/01/1890,,,,,,,,,
  12/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  13/01/1890,,,,,,,,,
  13/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  14/01/1890,,,,,,,,,
  14/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  15/01/1890,,,,,,,,,
  15/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  16/01/1890,,,,,,,,,
  16/01/1890,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  17/01/1890,,,,,,,,,
  17/01/1890,,,10.7,-61.5,at anchor port of spain trinidad wi,     port of spain trinid,,,
  18/01/1890,,,,,,,,,
  18/01/1890,,,10.7,-61.5,at anchor gulf of paria trinidad wi,                 trinidad,,,
  19/01/1890,,,,,,,,,
  19/01/1890,,,10.7,-61.5,at anchor gulf of paria trinidad wi,                 trinidad,,,
  20/01/1890,,,,,,,,,
  20/01/1890,,,10.7,-61.5,at anchor gulf of paria trinidad wi,                 trinidad,,,
  21/01/1890,,,,,,,,,
  21/01/1890,,,10.7,-61.5,at anchor off la brea trinidad wi,                 trinidad,,,
  22/01/1890,,,,,,,,,
  22/01/1890,   10 53 N,   61 49 W,10.7,-61.5,at anchor gulf of paria trinidad wi,                 trinidad,,,
  23/01/1890,,,,,,,,,
  23/01/1890,,,10.7,-61.5,at anchor gulf of paria trinidad wi,                 trinidad,,,
  23/01/1890,,,,,,,,,
  23/01/1890,   13 08 N,   62 16 W,,,,,,,
  24/01/1890,,,,,,,,,
  24/01/1890,   15 37 N,   63 03 W,,,,,,,
  25/01/1890,,,,,,,,,
  25/01/1890,,,13.2,-59.6,at sea making passage from trinidad wi to st thomas wi,                st thomas,lesser antilles,14 14N,0001-05-28
  26/01/1890,,,,,,,,,
  26/01/1890,,,13.2,-59.6,anchored at st thomas west indies,                st thomas,saint thomas usvi,18 20N,0002-01-21
  27/01/1890,,,,,,,,,
  27/01/1890,,,18.3,-64.9,at anchor charlotte amelia st thomas wi,         charlotte amalie,,,
  28/01/1890,,,,,,,,,
  28/01/1890,,,18.3,-64.9,at anchor at charlotte amelia st thomas wi,         charlotte amalie,,,
  29/01/1890,,,,,,,,,
  29/01/1890,,,18.3,-64.9,at anchor at charlotte amelia st thomas wi,         charlotte amalie,,,
  30/01/1890,,,,,,,,,
  30/01/1890,,,18.3,-64.9,at anchor charlotte amelia st thomas wi,         charlotte amalie,,,
  31/01/1890,,,,,,,,,
  31/01/1890,,,18.3,-64.9,at anchor charlotte amelia st thomas wi,         charlotte amalie,,,
  01/02/1890,,,,,,,,,
  01/02/1890,   20 39 N,   67 16 W,,,,,,,
  02/02/1890,,,,,,,,,
  02/02/1890,   22 55 N,   69 54 W,,,,,,,
  03/02/1890,,,,,,,,,
  03/02/1890,   25 14 N,   72 55 W,,,,,,,
  04/02/1890,,,,,,,,,
  04/02/1890,   26 25 N,   75 02 W,,,,,,,
  05/02/1890,,,,,,,,,
  05/02/1890,   26 51 N,   76 05 W,,,,,,,
  06/02/1890,,,,,,,,,
  06/02/1890,,,13.2,-59.6,at sea making passage from st thomas wi to port royal s c,                st thomas,abaco islands,26 28N,0001-02-05
  06/02/1890,,,,,,,,,
  06/02/1890,   27 50 N,   77 42 W,13.2,-59.6,at sea making passage from st thomas wi to port royal s c,                st thomas,north atlantic,,
  07/02/1890,,,,,,,,,
  07/02/1890,   30 08 N,   80 35 W,,,,,,,
  08/02/1890,,,,,,,,,
  08/02/1890,   31 50 N,   80 52 W,,,,,,,
  09/02/1890,,,,,,,,,
  09/02/1890,   31 37 N,   80 36 W,,,,,,,
  10/02/1890,,,,,,,,,
  10/02/1890,   31 37 N,   80 32 W,,,,,,,
  11/02/1890,,,,,,,,,
  11/02/1890,   31 32 N,   81 04 W,,,,,,,
  12/02/1890,,,,,,,,,
  12/02/1890,   31 30 N,   80 49 W,,,,,,,
  13/02/1890,,,,,,,,,
  13/02/1890,,,55,-1.5,at anchor off martins industry lightship,                      tic,hilton head island sc,32 10 44N,0001-09-03
  14/02/1890,,,,,,,,,
  14/02/1890,,,55,-1.5,at anchor off martins industry lightship,                      tic,hilton head island sc,,
  15/02/1890,,,,,,,,,
  15/02/1890,,,29.9,32.6,at anchor off port royal sc,                   port t,port royal south carolina,32 23 0N,0001-11-05
  16/02/1890,,,,,,,,,
  16/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  17/02/1890,,,,,,,,,
  17/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  18/02/1890,,,,,,,,,
  18/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  19/02/1890,,,,,,,,,
  19/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  20/02/1890,,,,,,,,,
  20/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  21/02/1890,,,,,,,,,
  21/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  22/02/1890,,,,,,,,,
  22/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  23/02/1890,,,,,,,,,
  23/02/1890,,,29.9,32.6,at anchor off port royal sc naval station,                   port t,port royal south carolina,,
  24/02/1890,,,,,,,,,
