          NA,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  22/09/1866,,,38.1,-122.3,navy yard mare island cala,              mare island,,,
  23/09/1866,,,,,,,,,
  23/09/1866,,,38.1,-122.3,navy yard mare island cala,              mare island,,,
  24/09/1866,,,,,,,,,
  24/09/1866,,,38.1,-122.3,navy yard mare island cala,              mare island,,,
  25/09/1866,,,,,,,,,
  25/09/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  26/09/1866,,,,,                 red rock,,,,
  26/09/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  27/09/1866,,,,,,,,,
  27/09/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  28/09/1866,,,,,,,,,
  28/09/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  29/09/1866,,,,,,,,,
  29/09/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  30/09/1866,,,,,,,,,
  30/09/1866,,,37.8,-122.4,       san francisco cala,            san francisco,,,
  01/10/1866,,,,,,,,,
  01/10/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  02/10/1866,,,,,,,,,
  02/10/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  03/10/1866,,,,,,,,,
  03/10/1866,,,37.8,-122.4,lying at anchor off san fransisco cala,            san francisco,,,
  04/10/1866,,,,,,,,,
  04/10/1866,,,37.8,-122.4,         san francisco ca,        san francisco bay,,,
  05/10/1866,,,,,,,,,
  05/10/1866,,,37.8,-122.4,         san francisco ca,        san francisco bay,,,
  06/10/1866,,,,,,,,,
  06/10/1866,,,37.8,-122.4,         san francisco ca,        san francisco bay,,,
  07/10/1866,,,,,,,,,
  07/10/1866,,,37.8,-122.4,         san francisco ca,        san francisco bay,,,
  08/10/1866,,,,,,,,,
  08/10/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  08/10/1866,,,,,,,,,
  08/10/1866,,,37.8,-122.4,       san francisco cala,        san francisco bay,,,
  10/10/1866,,,,,,,,,
  10/10/1866,,,37.8,-122.4,lying ar anchor off san francisco cala,        san francisco bay,,,
  11/10/1866,,,,,,,,,
  11/10/1866,   36 25 N,  123 00 W,,,,,,,
  12/10/1866,,,,,,,,,
  12/10/1866,   32 04 N,  123 30 W,,,,,,,
  13/10/1866,,,,,,,,,
  13/10/1866,   28 21 N,  122 40 W,,,,,,,
  14/10/1866,,,,,,,,,
  14/10/1866,   26 14 N,  121 35 W,,,,,,,
  15/10/1866,,,,,,,,,
  15/10/1866,   25 10 N,  120 27 W,,,,,,,
  16/10/1866,,,,,,,,,
  16/10/1866,   24 33 N,,,,,,,,
  17/10/1866,,,,,,,,,
  17/10/1866,   23 28 N,  119 03 W,,,,,,,
  18/10/1866,,,,,,,,,
  18/10/1866,   22 20 N,  118 14 W,,,,,,,
  19/10/1866,,,,,,,,,
  19/10/1866,   20 40 N,  116 59 W,37.8,-122.4,on passage from san francisco to panama,            san francisco,north pacific,,
  20/10/1866,,,,,,,,,
  20/10/1866,   18 48 N,  114 53 W,,,,,,,
  21/10/1866,,,,,,,,,
  21/10/1866,   17 17 N,  112 49 W,,,,,,,
  22/10/1866,,,,,,,,,
  22/10/1866,   15 21 N,  111 31 W,,,,,,,
  23/10/1866,,,,,,,,,
  23/10/1866,   14 10 N,  111 21 W,,,,,,,
  24/10/1866,,,,,,,,,
  24/10/1866,   12 55 N,  110 46 W,,,,,,,
  25/10/1866,,,,,,,,,
  25/10/1866,   11 33 N,  109 49 W,,,,,,,
  26/10/1866,,,,,,,,,
  26/10/1866,   10 07 N,  110 00 W,,,,,,,
  27/10/1866,,,,,,,,,
  27/10/1866,   09 19 N,  109 34 W,,,,,,,
  28/10/1866,,,,,,,,,
  28/10/1866,   09 02 N,  108 18 W,,,,,,,
  29/10/1866,,,,,,,,,
  29/10/1866,   08 50 N,  105 40 W,,,,,,,
  30/10/1866,,,,,,,,,
  30/10/1866,   08 38 N,  103 33 W,,,,,,,
  31/10/1866,,,,,,,,,
  31/10/1866,   08 30 N,  100 45 W,,,,,,,
  01/11/1866,,,,,,,,,
  01/11/1866,   08 22 N,   99 11 W,,,,,,,
   2/11/1866,,,,,,,,,
   2/11/1866,   07 52 N,   97 56 W,,,,,,,
  03/11/1866,,,,,,,,,
  03/11/1866,   08 17 N,   96 59 W,,,,,,,
   4/11/1866,,,,,,,,,
   4/11/1866,   08 26 N,   96 23 W,,,,,,,
  05/11/1866,,,,,,,,,
  05/11/1866,   07 54 N,   95 41 W,,,,,,,
  06/11/1866,,,,,,,,,
  06/11/1866,   08 08 N,   95 22 W,,,,,,,
  07/11/1866,,,,,,,,,
  07/11/1866,   08 02 N,   93 41 W,,,,,,,
  08/11/1866,,,,,,,,,
  08/11/1866,   07 55 N,   92 38 W,,,,,,,
  09/11/1866,,,,,,,,,
  09/11/1866,   07 35 N,   91 35 W,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  10/11/1866,,,,,,,,,
  10/11/1866,   07 11 N,   88 44 W,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  11/11/1866,,,,,,,,,
  11/11/1866,   07 01 N,     86 25,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  12/11/1866,,,,,,,,,
  12/11/1866,   07 08 N,   83 28 W,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  13/11/1866,,,,,,,,,
  13/11/1866,   07 11 N,   81 26 W,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  14/11/1866,,,,,,,,,
  14/11/1866,   07 28 N,   79 46 W,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  15/11/1866,,,,,,,,,
  15/11/1866,   08 31 N,   79 25 W,37.8,-122.4,from san francisco to panama,            san francisco,north pacific,,
  16/11/1866,,,,,,,,,
  16/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  17/11/1866,,,,,,,,,
  17/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  18/11/1866,,,,,,,,,
  18/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  19/11/1866,,,,,,,,,
  19/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  20/11/1866,,,,,,,,,
  20/11/1866,,,9,-79.5,lying at anchor in panama bay usc,                   panama,,,
  21/11/1866,,,,,,,,,
  21/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  22/11/1866,,,,,,,,,
  22/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  23/11/1866,,,,,,,,,
  23/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  24/11/1866,,,,,,,,,
  24/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  25/11/1866,,,,,,,,,
  25/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  26/11/1866,,,,,,,,,
  26/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  27/11/1866,,,,,,,,,
  27/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  28/11/1866,,,,,,,,,
  28/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  29/11/1866,,,,,,,,,
  29/11/1866,,,9,-79.5,lying at anchor in panama bay usc,                   panama,,,
  30/11/1866,,,,,,,,,
  30/11/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  01/12/1866,,,,,,,,,
  01/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  02/12/1866,,,,,,,,,
  02/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  03/12/1866,,,,,,,,,
  03/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
   4/12/1866,,,,,,,,,
   4/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
   5/12/1866,,,,,,,,,
   5/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
   6/12/1866,,,,,,,,,
   6/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  07/12/1866,,,,,,,,,
  07/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  08/12/1866,,,,,,,,,
  08/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
   9/12/1866,,,,,,,,,
   9/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  10/12/1866,,,,,,,,,
  10/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  11/12/1866,,,,,,,,,
  11/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  12/12/1866,,,,,,,,,
  12/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  13/12/1866,,,9,-79.5,               panama bay,                   panama,,,
  13/12/1866,,,9,-79.5,           panama bay wsc,                   panama,,,
  14/12/1866,,,,,,,,,
  14/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  15/12/1866,,,,,,,,,
  15/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  16/12/1866,,,,,,,,,
  16/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  17/12/1866,,,,,,,,,
  17/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  18/12/1866,,,,,,,,,
  18/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  19/12/1866,,,,,,,,,
  19/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  20/12/1866,,,,,,,,,
  20/12/1866,,,9,-79.5,        bay of panama usc,                   panama,,,
  21/12/1866,,,,,,,,,
  21/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  22/12/1866,,,,,,,,,
  22/12/1866,,,9,-79.5,        bay of panama usc,                   panama,,,
  23/12/1866,,,,,,,,,
  23/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  24/12/1866,,,,,,,,,
  24/12/1866,,,9,-79.5,lying at anchor in panama bay usc,                   panama,,,
  25/12/1866,,,,,,,,,
  25/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  26/12/1866,,,,,,,,,
  26/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  29/12/1866,,,,,,,,,
  29/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  28/12/1866,,,,,,,,,
  28/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  29/12/1866,,,,,,,,,
  29/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  30/12/1866,,,,,,,,,
  30/12/1866,,,9,-79.5,           panama bay usc,                   panama,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  31/12/1866,,,,,,,,,
  11/10/1855,,,,,,,,,
  11/10/1855,,,,,,,,,
  11/10/1855,,,,,,,,,
  11/10/1855,,,,,,,,,
  11/10/1855,,,,,,,,,
  11/10/1855,,,,,,,,,
  11/10/1855,,,9,-79.5,           panama bay usc,                   panama,,,
