  01/01/1911,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1911,,,37.8,-122.4,at anchor in the harbor of san francisco california,        san francisco bay,,,
  02/01/1911,,,,,,,,,
  02/01/1911,,,37.8,-122.4,at anchor in the harbor of san francisco california,        san francisco bay,,,
  03/01/1911,,,,,,,,,
  03/01/1911,   36 56 N,  122 25 W,37.8,-122.4,at anchor in the harbor of san francisco california,        san francisco bay,,,
  04/01/1911,,,,,,,,,
  04/01/1911,   35 18 N,  121 34 W,,,,,,,
  05/01/1911,,,,,,,,,
  05/01/1911,   35 06 N,  121 25 W,,,,,,,
  05/01/1911,,,,,,,,,
  05/01/1911,   32 10 N,  119 19 W,,,,,,,
  06/01/1911,,,,,,,,,
  06/01/1911,   29 25 N,  116 48 W,,,,,,,
  07/01/1911,,,,,,,,,
  07/01/1911,   26 35 N,  114 14 W,,,,,,,
  08/01/1911,,,,,,,,,
  08/01/1911,   24 02 N,  111 47 W,,,,,,,
  09/01/1911,,,,,,,,,
  09/01/1911,   21 51 N,  108 53 W,,,,,,,
  10/01/1911,,,,,,,,,
  10/01/1911,   19 42 N,  105 41 W,,,,,,,
  11/01/1911,,,,,,,,,
  11/01/1911,   17 48 N,  102 41 W,,,,,,,
  12/01/1911,,,,,,,,,
  12/01/1911,,,37.8,16.7,80am entering acapulco harbor,        san francisco bay,acapulco,16 51 49N,99 52 57W
  13/01/1911,,,,,,,,,
  13/01/1911,,,55,-1.5,in the harbor of acapulco mexico,                      tic,acapulco,,
  14/01/1911,,,,,,,,,
  14/01/1911,,,55,-1.5,          acapulco mexico,                      tic,acapulco,,
  15/01/1911,,,,,,,,,
  15/01/1911,,,43.1,16.7,in the harbor of acapulco mexico,                      tic,acapulco,,
  16/01/1911,,,,,,,,,
  16/01/1911,,,55,-1.5,          acapulco mexico,                      tic,acapulco,,
  17/01/1911,,,,,,,,,
  17/01/1911,,,55,-1.5,at anchor off acapulco mexico,                      tic,acapulco,,
  18/01/1911,,,,,,,,,
  18/01/1911,,,55,-1.5,          acapulco mexico,                      tic,acapulco,,
  19/01/1911,,,,,,,,,
  19/01/1911,,,55,-1.5,          acapulco mexico,                      tic,acapulco,,
  19/01/1911,,,,,,,,,
  19/01/1911,   16 26 N,   99 19 W,55,-1.5,          acapulco mexico,                      tic,acapulco,,
  21/01/1911,,,,,,,,,
  21/01/1911,   15 46 N,   96 02 W,,,,,,,
  22/01/1911,,,,,,,,,
  22/01/1911,   14 31 N,   92 11 W,,,,,,,
  23/01/1911,,,,,,,,,
  23/01/1911,   13 10 N,   88 53 W,,,,,,,
  24/01/1911,,,,,,,,,
  24/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,13 17 32N,87 39 14W
  25/01/1911,,,,,,,,,
  25/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  26/01/1911,,,,,,,,,
  26/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
   27/1/1911,,,,,,,,,
   27/1/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  28/01/1911,,,,,,,,,
  28/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  29/01/1911,,,,,,,,,
  29/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  30/01/1911,,,,,,,,,
  30/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  31/01/1911,,,,,,,,,
  31/01/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  01/02/1911,,,,,,,,,
  01/02/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  02/02/1911,,,,,,,,,
  02/02/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  03/02/1911,,,,,,,,,
  03/02/1911,,,39.6,2.6,         amapala honduras,                    palma,amapala,,
  04/02/1911,,,,,,,,,
