  01/01/1889,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1889,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  02/01/1889,,,,,,,,,
  02/01/1889,,,37.8,-122.4,at anchor in san francisco bay cal,        san francisco bay,,,
  03/01/1889,,,,,,,,,
  03/01/1889,,,,,                   at sea,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  01/01/1889,,,,,,,,,
  01/01/1889,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  02/01/1889,,,,,,,,,
  02/01/1889,,,37.8,-122.4,at anchor in san francisco bay cal and at sea,        san francisco bay,,,
  03/01/1889,,,42.2,41.7,pigeon point light bearing sexs,                     poti,pigeon point lighthouse,37 10 54N,122 23 38W
  03/01/1889,     36 14,    121 42,,,,,,,
  04/01/1889,,,,,,,,,
  04/01/1889,   33 53 N,  120 32 W,,,                   at sea,,,,
  05/01/1889,,,,,,,,,
  05/01/1889,   34 00 N,  120 29 W,22.2,113.9,              bechers bay,                     taio,santa rosa island california,33.965681N,120.108369W
  06/01/1889,,,4.3,138.5,              beacon reef,               ella point,santa rosa island california,,
  06/01/1889,   34 01 N,  120 01 W,,,             belchers bay,,,,
  07/01/1889,,,,,,,,,
  07/01/1889,   34 23 N,  120 11 W,30.5,47.9,        santa barbara cal,                    basra,santa barbara california,34 25 33N,119 42 51W
  08/01/1889,,,30.5,47.9,            santa barbara,                    basra,santa barbara california,,
  08/01/1889,,,30.5,47.9,at anchor santa barbarba cal,                    basra,santa barbara california,,
  09/01/1889,,,30.5,47.9,               pt hueneme,                    basra,port of hueneme,34 8 50N,119 12 30W
  09/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  10/01/1889,,,32.7,-117.2,             san pedro st,            san diego usa,ventura california,34 16 30N,119 13 40W
  10/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
   11/1/1889,,,,,,,,,
   11/1/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  12/01/1889,,,,,,,,,
  12/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  13/01/1889,,,,,,,,,
  13/01/1889,,,32.7,-117.2,     san diego california,            san diego usa,,,
  14/01/1889,,,,,,,,,
  14/01/1889,   32 34 N,  117 43 W,32.7,-117.2,at anchor san diego cal and at sea,            san diego usa,,,
  15/01/1889,,,,,,,,,
  15/01/1889,     32 28,    119 03,,,,,,,
  16/01/1889,,,,,,,,,
  16/01/1889,   32 28 N,  119 13 W,,,,,,,
  17/01/1889,,,,,,,,,
  17/01/1889,   33 06 N,  118 37 W,29.8,116.2,       san nicolas island,               lay island,san nicolas island,33 15N,119 30W
  18/01/1889,,,35.9,-5.3,       san nicolas island,                   almina,san nicolas island,,
  18/01/1889,     32 38,    117 29,32.7,-117.2,            san diego cal,            san diego usa,,,
  19/01/1889,,,37.1,25.5,               pt soma st,                    nakos,point loma san diego,32 40 12N,117 14 31W
  19/01/1889,,,32.7,-117.2,  at anchor san diego cal,            san diego usa,,,
  20/01/1889,,,,,,,,,
  20/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  21/01/1889,,,,,,,,,
  21/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  22/01/1889,,,,,,,,,
  22/01/1889,   32 43 N,  117 52 W,32.7,-117.2,            san diego cal,            san diego usa,,,
  23/01/1889,,,35.9,-5.3,smugglers cove san clemente isld,            san diego usa,san clemente island,32 54N,118 30W
  23/01/1889,   32 45 N,  119 16 W,,,        san clemente isld,,,,
  24/01/1889,,,,,,,,,
  24/01/1889,,,,,,,,,
  24/01/1889,,,,,,,,,
  24/01/1889,,,,,      san clemente island,,,,
   25/1/1889,,,,,,,,,
   25/1/1889,   32 28 N,  117 16 W,32.7,-117.2,            san diego cal,            san diego usa,,,
  26/01/1889,,,,,,,,,
  26/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  27/01/1889,,,,,,,,,
  27/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  28/01/1889,,,,,,,,,
  28/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  29/01/1889,,,,,,,,,
  29/01/1889,,,22.2,113.9,        national city cal,                     taio,national city california,32 40 41N,117 05 57W
  30/01/1889,,,,,,,,,
  30/01/1889,,,32.7,-117.2,national city and san diego cal,            san diego usa,,,
  31/01/1889,,,,,,,,,
  31/01/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  01/02/1889,,,,,,,,,
  01/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  02/02/1889,,,,,,,,,
  02/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  03/02/1889,,,,,,,,,
  03/02/1889,   33 16 N,  117 26 W,32.7,-117.2, san diego cal and at sea,            san diego usa,,,
  04/02/1889,,,,,,,,,
  04/02/1889,   33 51 N,  118 13 W,10.2,-61.7,         off point fermin,             point fortin,point fermin light,33.7054N,118.2937W
  05/02/1889,,,,,,,,,
  05/02/1889,,,,,,,,,
  05/02/1889,,,,,,,,,
  05/02/1889,   34 03 N,  119 29 W,30.5,47.9,santa barbara cal and santa cruz,                    basra,santa barbara california,,
  06/02/1889,,,,,,,,,
  06/02/1889,,,,,,,,,
  06/02/1889,,,,,,,,,
  06/02/1889,,,32,120.4,smugglers cove santa cruz and beechers bay santa rosa,              rose island,santa rosa island california,,
  07/02/1889,,,,,,,,,
  07/02/1889,   33 48 N,  119 55 W,22.2,113.9,at anchor bechers bay at sea and at anchor san meguil isld,                     taio,santa rosa island california,,
  08/02/1889,,,-1.8,6.2, south pt santa rosa isld,                    ceara,santa rosa island california,,
  08/02/1889,   34 06 N,  120 22 W,30.5,47.9,          san miguel isld,                    basra,san miguel island,34 2N,120 23W
  09/02/1889,,,,,,,,,
  09/02/1889,,,30.5,47.9,        santa barbara cal,                    basra,santa barbara california,,
  10/02/1889,,,,,,,,,
  10/02/1889,   34 20 N,  119 38 W,30.5,47.9,        santa barbara cal,                    basra,santa barbara california,,
  11/02/1889,,,,,,,,,
  11/02/1889,   34 04 N,  119 27 W,30.5,47.9,        santa barbara cal,                    basra,santa barbara california,,
  12/02/1889,,,58.9,-3.1,             san pedro pt,                    scapa,santa cruz island,34 00 13N,119 43 35W
  12/02/1889,   33 25 N,  119 07 W,30.5,47.9,       santa barbara isld,                    basra,santa barbara california,,
   13/2/1889,,,,,,,,,
   13/2/1889,   33 09 N,  118 11 W,30.5,-117.2,            san diego cal,                    basra,san clemente island,,
  14/02/1889,,,,,,,,,
  14/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  15/02/1889,,,,,,,,,
  15/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  16/02/1889,,,,,,,,,
  16/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  17/02/1889,,,,,,,,,
  17/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  18/02/1889,,,,,,,,,
  18/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  19/02/1889,,,,,,,,,
  19/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  20/02/1889,,,,,,,,,
  20/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  21/02/1889,,,,,,,,,
  21/02/1889,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  22/02/1889,,,,,,,,,
  22/02/1889,,,32.7,-117.2,san diego cal and national city,            san diego usa,,,
  23/02/1889,,,22.2,113.9,            national city,                     taio,national city california,,
  23/02/1889,,,22.2,113.9,alongside of wharf national city cal,                     taio,national city california,,
  24/02/1889,,,,,,,,,
  24/02/1889,,,22.2,113.9,            national city,                     taio,national city california,,
  25/02/1889,,,,,,,,,
  25/02/1889,   31 54 N,  117 27 W,32.7,-117.2,            san diego cal,            san diego usa,,,
  26/02/1889,,,37.1,-117.2,      los coronados islds,            san diego usa,south coronado island,32 24.5N,117 14.75W
  26/02/1889,   29 54 N,  117 51 W,,,,,,,
  27/02/1889,,,54.3,-130.6,         guadalupe island,              lucy island,guadalupe island,29 1 51N,118 16 48W
  27/02/1889,   28 52 N,  118 16 W,54.3,-130.6,         guadalupe island,              lucy island,guadalupe island,,
  28/02/1889,,,,,,,,,
  28/02/1889,   26 58 N,  117 02 W,,,,,,,
  01/03/1889,,,,,,,,,
  01/03/1889,   23 52 N,  115 43 W,,,,,,,
  02/03/1889,,,-8.7,115.2,    south rock alijos rks,                     bali,south rock rocas alijos,24 57 03N,115 44 55W
  02/03/1889,   21 53 N,  115 11 W,,,,,,,
  03/03/1889,,,,,,,,,
  03/03/1889,   18 42 N,  114 45 W,,,           clarion island,,,,
  04/03/1889,,,,,,,,,
  04/03/1889,,,22.6,59.5,sulphur bay clarion island,                      sur,clarion island,18 22N,114 44W
  05/03/1889,,,,,,,,,
  05/03/1889,   18 17 N,  114 42 W,22.6,59.5, sulphur bay clarion isld,                      sur,clarion island,,
  06/03/1889,,,,,,,,,
  06/03/1889,   18 36 N,  112 24 W,,,,,,,
  07/03/1889,,,,,,,,,
  07/03/1889,,,32,120.4,briathwaite bay socorro island,              rose island,socorro island,18 47 04N,110 58 30W
  08/03/1889,,,,,,,,,
  08/03/1889,,,32,120.4,braithwaite bay socorro island,              rose island,socorro island,,
  09/03/1889,,,,,,,,,
