  01/01/1877,        NA,        NA_2,56.2,-3,     at sea north pacific,                    forth,north pacific,i,j
  28/12/1877,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  29/12/1877,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  30/12/1877,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  31/12/1877,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  01/01/1878,,,,,,,,,
  01/01/1878,,,,,,,,,
  01/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  01/01/1878,,,,,,,,,
  02/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  02/01/1878,,,,,,,,,
  03/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  03/01/1878,,,,,,,,,
  04/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  04/01/1878,,,,,,,,,
  05/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  05/01/1878,,,,,,,,,
  06/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  06/01/1878,,,,,,,,,
  07/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  07/01/1878,,,,,,,,,
  08/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  08/01/1878,,,,,,,,,
  09/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  09/01/1878,,,,,,,,,
  10/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  10/01/1878,,,,,,,,,
  11/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  11/01/1878,,,,,,,,,
  12/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  12/01/1878,,,,,,,,,
  13/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  13/01/1878,,,,,,,,,
  14/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  14/01/1878,,,,,,,,,
  15/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  15/01/1878,,,,,,,,,
  16/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  16/01/1878,,,,,,,,,
  17/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  17/01/1878,,,,,,,,,
  18/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  18/01/1878,,,,,,,,,
  19/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  19/01/1878,,,,,,,,,
  20/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  20/01/1878,,,,,,,,,
  21/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  21/01/1878,,,,,,,,,
  22/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  22/01/1878,,,,,,,,,
  23/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  23/01/1878,,,,,,,,,
  24/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  24/01/1878,,,,,,,,,
  25/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  25/01/1878,,,,,,,,,
  26/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  26/01/1878,,,,,,,,,
  27/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  27/01/1878,,,,,,,,,
  28/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  28/01/1878,,,,,,,,,
  29/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  29/01/1878,,,,,,,,,
  30/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  30/01/1878,,,,,,,,,
  31/01/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  31/01/1878,,,,,,,,,
  01/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  01/02/1878,,,,,,,,,
  02/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  02/02/1878,,,,,,,,,
  03/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  03/02/1878,,,,,,,,,
  04/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  04/02/1878,,,,,,,,,
  05/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  05/02/1878,,,,,,,,,
  06/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  06/02/1878,,,,,,,,,
  07/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  07/02/1878,,,,,,,,,
  08/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  08/02/1878,,,,,,,,,
  09/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  09/02/1878,,,,,,,,,
  10/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  10/02/1878,,,,,,,,,
  11/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  11/02/1878,,,,,,,,,
  12/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  12/02/1878,,,,,,,,,
  13/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  13/02/1878,,,,,,,,,
  14/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  14/02/1878,,,,,,,,,
  15/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  15/02/1878,,,,,,,,,
  16/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  16/02/1878,,,,,,,,,
  17/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  17/02/1878,,,,,,,,,
  18/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  18/02/1878,,,,,,,,,
  19/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  19/02/1878,,,,,,,,,
  20/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  20/02/1878,,,,,,,,,
  21/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  21/02/1878,,,,,,,,,
  22/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  22/02/1878,,,,,,,,,
  23/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  23/02/1878,,,,,,,,,
  24/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  24/02/1878,,,,,,,,,
  25/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  25/02/1878,,,,,,,,,
  26/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  26/02/1878,,,,,,,,,
  27/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  27/02/1878,,,,,,,,,
  28/02/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  28/02/1878,,,,,,,,,
  01/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  01/03/1878,,,,,,,,,
  02/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  02/03/1878,,,,,,,,,
  03/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  03/03/1878,,,,,,,,,
  04/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  04/03/1878,,,,,,,,,
  05/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  05/03/1878,,,,,,,,,
  06/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  06/03/1878,,,,,,,,,
  07/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  07/03/1878,,,,,,,,,
  08/03/1878,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  08/03/1878,,,,,,,,,
  09/03/1878,,,37.8,-122.4,            san francisco,            san francisco,,,
