  26/05/1888,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  26/05/1888,,,,,,,,,
  26/05/1888,,,,,,,,,
  26/05/1888,,,,,,,,,
  26/05/1888,,,,,,,,,
  26/05/1888,,,,,,,,,
  26/05/1888,   38 02 N,  123 11 W,,,,,,,
  26/05/1888,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  27/05/1888,   38 40 N,  124 44 W,,,,,,,
  27/05/1888,,,,,                   at sea,,,,
  28/05/1888,   39 47 N,  127 45 W,,,,,,,
  28/05/1888,,,,,                   at sea,,,,
  29/05/1888,   41 20 N,  131 35 W,22.2,113.9,         position at 4 pm,                     taio,north pacific,,
  29/05/1888,,,,,                   at sea,,,,
  30/05/1888,   42 58 N,  135 15 W,,,,,,,
  30/05/1888,,,,,                   at sea,,,,
  31/05/1888,   45 20 N,  139 01 W,,,,,,,
  31/05/1888,,,,,                   at sea,,,,
  01/06/1888,   47 06 N,  143 15 W,,,,,,,
  01/06/1888,,,,,                   at sea,,,,
  02/06/1888,   48 36 N,  147 04 W,,,,,,,
  02/06/1888,,,,,                   at sea,,,,
  03/06/1888,   49 47 N,  151 31 W,,,,,,,
  03/06/1888,,,,,                   at sea,,,,
  04/06/1888,   51 27 N,  155 58 W,,,,,,,
  04/06/1888,,,,,                   at sea,,,,
  05/06/1888,   52 55 N,  161 39 W,,,,,,,
  05/06/1888,,,,,                   at sea,,,,
  06/06/1888,,,53.9,-166.5,         ounalaska harbor,             unalaska bay,,,
  06/06/1888,,,,,                   at sea,,,,
  07/06/1888,,,,,               ounalashka,,,,
  07/06/1888,,,53.9,-166.5,            ounalaska a i,             unalaska bay,,,
  08/06/1888,,,,,               ounalashka,,,,
  08/06/1888,,,53.9,-166.5,            ounalaska a i,             unalaska bay,,,
  09/06/1888,,,,,               ounalashka,,,,
  09/06/1888,,,53.9,-166.5,             ounalaska at,             unalaska bay,,,
  10/06/1888,,,,,               ounalashka,,,,
  10/06/1888,,,53.9,-166.5,            ounalaska a i,             unalaska bay,,,
  11/06/1888,,,,,               ounalashka,,,,
  11/06/1888,,,53.9,-166.5,             ounalaska at,             unalaska bay,,,
  12/06/1888,,,53.9,-166.5,unalaska alaska ounalashka,             unalaska bay,,,
  12/06/1888,,,53.9,-166.5,         ounalaska alaska,             unalaska bay,,,
  12/06/1888,,,,,,,,,
