  01/01/1892,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1892,   13 20 N,   60 01 W,13.1,-72.3,                     noon,           port au prince,barbados,13 10N,0001-08-20
  02/01/1892,,,13.1,-59.6,4 pm in carlisle bay barbados,                 barbados,,,
  02/01/1892,,,13.1,-59.6,      bridgetown barbados,     bridgetown  barbados,,,
  02/01/1892,,,,,,,,,
  02/01/1892,,,13.1,-59.6,      bridgetown barbados,     bridgetown  barbados,,,
  04/01/1892,,,,,,,,,
  04/01/1892,,,13.1,-59.6,      bridgetown barbados,     bridgetown  barbados,,,
  04/01/1892,,,,,,,,,
  04/01/1892,,,13.1,-59.6,at anchor bridgetown barbados,     bridgetown  barbados,,,
  06/01/1892,,,,,,,,,
  06/01/1892,,,13.1,-59.6,      bridgetown barbados,     bridgetown  barbados,,,
  07/01/1892,,,,,,,,,
  07/01/1892,,,13.1,-59.6,at anchor bridgetown barbados,     bridgetown  barbados,,,
  08/01/1892,,,,,,,,,
  08/01/1892,,,13.1,-59.6,at anchor bridgetown barbados,     bridgetown  barbados,,,
  09/01/1892,,,,,,,,,
  09/01/1892,,,13.1,-59.6,at anchor bridgetown barbados,     bridgetown  barbados,,,
  10/01/1892,,,,,,,,,
  10/01/1892,,,13.1,-59.6,at anchor bridgetown barbados,     bridgetown  barbados,,,
  11/01/1892,,,,,,,,,
  11/01/1892,,,13.1,-59.6,                 barbados,                 barbados,,,
  12/01/1892,,,,,,,,,
  12/01/1892,,,13.1,-59.6,      bridgetown barbados,     bridgetown  barbados,,,
  13/01/1892,,,,,,,,,
  13/01/1892,,,13.1,-59.6,   barbados wi and at sea,     bridgetown  barbados,,,
  14/01/1892,,,,,,,,,
  14/01/1892,,,13.1,-59.6,                 barbados,                 barbados,,,
  01/14/1892,,,,,,,,,
  01/14/1892,,,,,,,,,
  14/01/1892,,,,,,,,,
  14/01/1892,     11 02,     56 15,,,                   at sea,,,,
  15/01/1892,,,,,,,,,
  15/01/1892,   09 15 N,   53 16 W,,,                   at sea,,,,
  16/01/1892,,,,,,,,,
