          NA,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  19/04/1898,,,-43,147.8,anchored off naval hospital norfolk va,              norfolk bay,norfolk virginia,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,,,,,,,
  20/04/1898,,,36.8,-76.3,       moored off norfolk,                  norfolk,,,
  21/04/1898,,,,,,,,,
  21/04/1898,,,36.8,-76.3,moored off norfolk virginia,               norfolk va,,,
  22/04/1898,,,,,,,,,
  22/04/1898,,,,,,,,,
  22/04/1898,,,,,,,,,
  22/04/1898,,,36.8,-76.3,moored off norfolk virginia,               norfolk va,,,
  24/04/1898,,,,,,,,,
  24/04/1898,,,36.8,-76.3,moored off norfolk virginia,               norfolk va,,,
  25/04/1898,,,,,,,,,
  25/04/1898,   36 49 N,   75 45 W,-43,147.8,                     noon,              norfolk bay,north atlantic,,
  26/04/1898,,,,,,,,,
  26/04/1898,   34 00 N,   76 18 W,,,                     noon,,,,
   27/4/1898,,,,,,,,,
   27/4/1898,   33 22 N,   76 55 W,,,                      8am,,,,
  28/04/1898,,,,,,,,,
  28/04/1898,   31 16 N,   79 56 W,,,                     noon,,,,
  29/04/1898,,,,,,,,,
  29/04/1898,   27 43 N,   80 02 W,,,                     noon,,,,
  30/04/1898,,,,,,,,,
  30/04/1898,   24 40 N,,-43,147.8,at sea making passage from norfolk va toward key west,              norfolk bay,florida keys,24 40 01N,0001-10-01
  01/05/1898,,,,,,,,,
  01/05/1898,   24 40 N,,-43,147.8,at sea making passage fro norfolk va toward key west fla,              norfolk bay,florida keys,,
  01/05/1898,,,,,,,,,
  01/05/1898,,,30,48.5,at anchor off key west florida,                      fao,key west florida,24 33 33N,0001-01-18
  02/05/1898,,,,,,,,,
  02/05/1898,,,30,48.5,at anchor off key west florida,                      fao,key west florida,,
  03/05/1898,,,,,,,,,
  03/05/1898,,,23.1,-82.4,at anchor off key west fla making passage to havana cuba,                   havana,straits of florida,23 56 03N,0001-08-20
  04/05/1898,,,,,,,,,
  04/05/1898,,,23.1,-82.4,at sea making passage from key west to havana and on blockade duty off havana,                   havana,straits of florida,,
  05/05/1898,,,,,,,,,
  05/05/1898,,,23.1,-82.4, blockade duty off havana,                   havana,,,
  06/05/1898,,,,,,,,,
  06/05/1898,,,23.1,-82.4, blockade duty off havana,                   havana,,,
  06/05/1898,,,,,,,,,
  06/05/1898,,,23.1,-82.4,on blockade duty off havana harbor,                   havana,,,
  07/05/1898,,,,,,,,,
  07/05/1898,,,23.1,-82.4,on blockade duty off havana harbor,                   havana,,,
  08/05/1898,,,,,,,,,
  08/05/1898,,,23.1,-82.4, blockading havana harbor,                   havana,,,
  09/05/1898,,,,,,,,,
  09/05/1898,,,23.1,-82.4, blockading havana harbor,                   havana,,,
  10/05/1898,,,,,,,,,
  10/05/1898,,,23.1,-82.4,               off havana,                   havana,,,
  10/05/1898,,,,,,,,,
  10/05/1898,,,23.1,-82.4, blockading havana harbor,                   havana,,,
  11/05/1898,,,,,,,,,
  11/05/1898,,,23.1,-82.4,   blocking havana harbor,                   havana,,,
  12/05/1898,,,,,,,,,
  12/05/1898,,,23.1,-82.4, blockading havana harbor,                   havana,,,
  13/05/1898,,,,,,,,,
  13/05/1898,,,23.1,-82.4,   blocking havana harbor,                   havana,,,
  14/05/1898,,,,,,,,,
  14/05/1898,,,,,,,,,
  14/05/1898,,,,,,,,,
  14/05/1898,,,23.1,-82.4, blockading havana harbor,                   havana,,,
  15/05/1898,,,,,,,,,
  15/05/1898,   23 14 N,   82 07 W,23.1,-82.4, blockading havana harbor,                   havana,,,
  16/05/1898,,,,,,,,,
  16/05/1898,   23 18 N,   82 25 W,23.1,-82.4,               off havana,                   havana,,,
  17/05/1898,,,,,,,,,
  17/05/1898,   23 16 N,   82 29 W,23.1,-82.4, blockading havana harbor,                   havana,,,
  18/05/1898,,,,,,,,,
  18/05/1898,   53 18 N,   82 23 W,23.1,-82.4, blockading havana harbor,                   havana,,,
  19/05/1898,,,,,,,,,
  19/05/1898,   23 16 N,   82 31 W,23.1,-82.4, blockading havana harbor,                   havana,,,
  20/05/1898,,,,,,,,,
  20/05/1898,   23 18 N,   82 28 W,23.1,-82.4,               off havana,                   havana,,,
  21/05/1898,,,,,,,,,
  21/05/1898,   23 16 N,   82 33 W,23.1,-82.4, blockading havana harbor,                   havana,,,
  22/05/1898,,,,,,,,,
  22/05/1898,   23 18 N,   81 49 W,23.1,-82.4,blockading havana harbor and at sea,                   havana,straits of florida,,
  23/05/1898,,,,,,,,,
  23/05/1898,   22 52 N,   78 58 W,,,                     noon,,,,
  24/05/1898,,,,,,,,,
  24/05/1898,   22 49 N,   78 50 W,,,                     noon,,,,
  25/05/1898,,,,,,,,,
  25/05/1898,   23 18 N,   81 29 W,,,                     noon,,,,
  26/05/1898,,,,,,,,,
  26/05/1898,   23 24 N,   80 40 W,,,                     noon,,,,
  27/05/1898,,,,,,,,,
  27/05/1898,   23 23 N,   80 57 W,,,                     noon,,,,
  28/05/1898,,,,,,,,,
  28/05/1898,   23 36 N,   80 40 W,,,                     noon,,,,
  29/05/1898,,,,,,,,,
  29/05/1898,   23 26 N,   80 52 W,,,                     noon,,,,
  30/05/1898,,,,,,,,,
  30/05/1898,   23 28 N,   80 39 W,,,                     noon,,,,
  31/05/1898,,,,,,,,,
  31/05/1898,   23 20 N,   80 39 W,,,                     noon,,,,
  01/06/1898,,,,,,,,,
  01/06/1898,   23 34 N,   81 08 W,,,                     noon,,,,
  02/06/1898,,,,,,,,,
  02/06/1898,   23 17 N,   80 13 W,55,-1.5,at sea and at cay piedras,                      tic,straits of florida,,
  03/06/1898,,,,,,,,,
  03/06/1898,   23 15 N,   80 12 W,55,-1.5,at sea and at cay piedras,                      tic,straits of florida,,
  04/06/1898,,,,,,,,,
  04/06/1898,   23 22 N,   81 12 W,55,-1.5,at sea and at cay piedras,                      tic,varadero,23 08 22N,0001-03-12
  05/06/1898,,,,,,,,,
  05/06/1898,   23 19 N,   81 15 W,55,-1.5,at sea and at cay piedras,                      tic,varadero,,
  06/06/1898,,,,,,,,,
  06/06/1898,,,23.1,-82.4,at sea on blockade off havana,                   havana,,,
  07/06/1898,,,,,,,,,
  07/06/1898,,,23.1,-82.4,   on blockade off havana,                   havana,,,
  08/06/1898,,,,,,,,,
  08/06/1898,,,23.1,-82.4,on blockade off havana and making passage to key west florida,                   havana,,,
  09/06/1898,,,,,,,,,
  09/06/1898,,,30.5,117.1,at sea making passage to key west and at anchor off key west fla,                   anking,straits of florida,,
  10/06/1898,,,,,,,,,
  10/06/1898,,,,,at anchor off key west fla,,,,
  11/06/1898,,,,,,,,,
  11/06/1898,,,,,,,,,
  12/06/1898,,,,,,,,,
  12/06/1898,,,,,at anchor off key west fla,,,,
  13/06/1898,,,,,,,,,
  13/06/1898,,,,,at anchor off key west fla,,,,
  14/06/1898,,,,,,,,,
  14/06/1898,,,,,at anchor off key west fla,,,,
  15/06/1898,,,,,,,,,
  15/06/1898,,,,,at anchor off key west fla,,,,
  17/06/1898,,,,,,,,,
  17/06/1898,,,,,at anchor off key west fla,,,,
  18/06/1898,,,,,,,,,
  18/06/1898,,,23.1,-82.4,at anchor off key west fla and making passage to havana,                   havana,straits of florida,,
  19/06/1898,,,,,,,,,
  19/06/1898,,,23.1,-82.4,at sea making passage from key west toward havana and on blockade off havana harbor,                   havana,,,
  20/06/1898,,,,,,,,,
  20/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  21/06/1898,,,,,,,,,
  21/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  22/06/1898,,,,,,,,,
  22/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  22/06/1898,,,,,,,,,
  22/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  23/06/1898,,,,,,,,,
  23/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  24/06/1898,,,,,,,,,
  24/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  25/06/1898,,,,,,,,,
  25/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  26/06/1898,,,,,,,,,
  26/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  27/06/1898,,,,,,,,,
  27/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  28/06/1898,,,,,,,,,
  28/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  29/06/1898,,,,,,,,,
  29/06/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  30/06/1898,,,,,,,,,
  30/06/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  01/07/1898,,,,,,,,,
  01/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  02/07/1898,,,,,,,,,
  02/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  03/07/1898,,,,,,,,,
  03/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  04/07/1898,,,,,,,,,
  04/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  05/07/1898,,,,,,,,,
  05/07/1898,,,,,,,,,
  05/07/1898,,,,,,,,,
  05/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  06/07/1898,,,,,,,,,
  06/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  07/07/1898,,,,,,,,,
  07/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  08/07/1898,,,,,,,,,
  08/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  09/07/1898,,,,,,,,,
  09/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  10/07/1898,,,,,,,,,
  10/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  11/07/1898,,,,,,,,,
  11/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  12/07/1898,,,,,,,,,
  12/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  13/07/1898,,,,,,,,,
  13/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  14/07/1898,,,,,,,,,
  14/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  15/07/1898,,,,,,,,,
  15/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  16/07/1898,,,,,,,,,
  16/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  17/07/1898,,,,,,,,,
  17/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  18/07/1898,,,,,,,,,
  18/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  19/07/1898,,,,,,,,,
  19/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  19/07/1898,,,,,,,,,
  19/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  20/07/1898,,,,,,,,,
  20/07/1898,,,23.1,-82.4,       on havana blockade,                   havana,,,
  21/07/1898,,,,,,,,,
  21/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  22/07/1898,,,,,,,,,
  22/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  23/07/1898,,,,,,,,,
  23/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  24/07/1898,,,,,,,,,
  24/07/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  25/07/1898,,,,,,,,,
  25/07/1898,,,23.1,-82.4,on blockade off havana and making passage to key west fla,                   havana,,,
  26/07/1898,,,,,,,,,
  26/07/1898,,,30.5,117.1,at sea making passage to key west and at anchor off key west fla,                   anking,straits of florida,,
  27/07/1898,,,,,,,,,
  27/07/1898,,,30,48.5,at anchor off key west florida,                      fao,key west florida,,
  28/07/1898,,,,,,,,,
  28/07/1898,,,,,at anchor off key west fla,,,,
  29/07/1898,,,,,,,,,
  29/07/1898,,,,,at anchor off key west fla,,,,
  30/07/1898,,,,,,,,,
  30/07/1898,,,,,at anchor off key west fla,,,,
  31/07/1898,,,,,,,,,
  31/07/1898,,,,,at anchor off key west fla,,,,
  01/08/1898,,,,,,,,,
  01/08/1898,,,,,at anchor off key west fla,,,,
  02/08/1898,,,,,,,,,
  02/08/1898,,,,,at anchor off key west fla,,,,
  03/08/1898,,,,,,,,,
  03/08/1898,,,23.1,-82.4,at anchor off key west fla and making passage to havana cuba,                   havana,straits of florida,,
  04/08/1898,,,,,,,,,
  04/08/1898,,,23.1,-82.4,making passage from key west to havana and on blockade off havana cuba,                   havana,,,
  05/08/1898,,,,,,,,,
  05/08/1898,,,,,,,,,
  05/08/1898,,,,,,,,,
  05/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  06/08/1898,,,,,,,,,
  06/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  07/08/1898,,,,,,,,,
  07/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  08/08/1898,,,,,,,,,
  08/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  09/08/1898,,,,,,,,,
  09/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  10/08/1898,,,,,,,,,
  10/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  11/08/1898,,,,,,,,,
  11/08/1898,,,23.1,-82.4,on blockade off havana cuba,                   havana,,,
  12/08/1898,,,,,,,,,
  12/08/1898,,,23.1,-82.4,on blockade off havana cuba and making passage toward matanzas,                   havana,,,
  13/08/1898,,,,,,,,,
  13/08/1898,,,30.5,117.1,making passage towards piedras and at anchor off cay piedras and making passage towards key west fla,                   anking,straits of florida,,
  14/08/1898,,,,,,,,,
  14/08/1898,,,30.5,117.1,making passage toward key west and at anchor off key west fla,                   anking,straits of florida,,
  15/08/1898,,,,,,,,,
  15/08/1898,,,,,at anchor off key west fla,,,,
  16/08/1898,,,,,,,,,
  16/08/1898,,,,,at anchor off key west fla,,,,
  17/08/1898,,,,,,,,,
  17/08/1898,   24 26 N,   81 44 W,29.9,32.6,at anchor off key west fla and making passage toward newport ri,                   port t,key west florida,,
  18/08/1898,,,,,,,,,
  18/08/1898,,,29.9,32.6,at anchor off key west fla and making passage toward newport ri,                   port t,straits of florida,,
  18/08/1898,,,,,,,,,
  18/08/1898,   28 13 N,   79 42 W,29.9,32.6,making passage from key west fla toward newport ri,                   port t,north atlantic,,
  19/08/1898,,,,,,,,,
  19/08/1898,   32 27 N,   78 39 W,,,                     noon,,,,
  20/08/1898,,,,,,,,,
  20/08/1898,   35 37 N,   73 53 W,,,                     noon,,,,
  21/08/1898,,,,,,,,,
  21/08/1898,   39 30 N,   72 13 W,,,                     noon,,,,
  22/08/1898,,,,,,,,,
  22/08/1898,,,29.9,32.6,making passage toward newport ri and at anchor off block id and moored to buoy at neweport ri,                   port t,block island,41 10 11N,0001-12-03
  23/08/1898,,,,,,,,,
  23/08/1898,,,29.9,32.6,moored to buoy off newport ri,                   port t,newport rhode island,,
  24/08/1898,,,,,,,,,
  24/08/1898,,,29.9,32.6,moored to buoy off newport ri,                   port t,newport rhode island,,
  25/08/1898,,,,,,,,,
  25/08/1898,,,29.9,32.6,moored to buoy off newport ri,                   port t,newport rhode island,,
  26/08/1898,,,,,,,,,
  26/08/1898,,,29.9,32.6,making passage towards newport ri at anchor off block id and moored to buoy at newport ri,                   port t,newport rhode island,,
  27/08/1898,,,,,,,,,
  27/08/1898,,,29.9,32.6,at anchor off newport riand making passage to fort pond bay and return,                   port t,fort pond bay,41 03 03N,0001-03-12
  28/08/1898,,,,,,,,,
  28/08/1898,,,36.8,-76.3,at anchor off newport ri and making passage toward portsmouth nh,            portsmouth va,newport rhode island,,
  29/08/1898,,,,,,,,,
  29/08/1898,,,36.8,-76.3,making passage from newport ri towards portsmouth and moored to dok at navy yard off portsmouth nh,            portsmouth va,portsmouth navy yard,,
  30/08/1898,,,,,,,,,
  30/08/1898,,,36.8,-76.3,mooored to dock at navy yard portsmouth nh,            portsmouth va,portsmouth navy yard,,
  31/08/1898,,,,,,,,,
  31/08/1898,,,-17.5,-149.8,moored to dock at navy yard kitery me,                   moorea,kittery maine,43 05 17N,0001-03-12
  01/09/1898,,,,,,,,,
  01/09/1898,,,-17.5,-149.8,moored alongside navy yard kittery me,                   moorea,kittery maine,,
  02/09/1898,,,,,,,,,
  02/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  03/09/1898,,,,,,,,,
  03/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  04/09/1898,,,,,,,,,
  04/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  05/09/1898,,,,,,,,,
  05/09/1898,,,-17.5,-149.8,moored alongside navy yard kittery me,                   moorea,kittery maine,,
  06/09/1898,,,,,,,,,
  06/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  07/09/1898,,,,,,,,,
  07/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  08/09/1898,,,,,,,,,
  08/09/1898,,,-17.5,-149.8,moored alongside navy yard kittery me,                   moorea,kittery maine,,
  09/09/1898,,,,,,,,,
  09/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  10/09/1898,,,,,,,,,
  10/09/1898,,,-17.5,-149.8,moored alongside of navy yard kittery me,                   moorea,kittery maine,,
  11/09/1898,,,,,,,,,
  11/09/1898,,,-17.5,-149.8,moored alongside navy yard kittery me,                   moorea,kittery maine,,
  12/09/1898,,,,,,,,,
  12/09/1898,,,-17.5,-149.8,moored alongside navy yard kittery me,                   moorea,kittery maine,,
  13/09/1898,,,,,,,,,
  13/09/1898,,,29.9,32.6,moored alongside navy yard kittery me and making passage to newport rd,                   port t,kittery maine,,
  14/09/1898,,,,,,,,,
  14/09/1898,,,29.9,32.6,making passage to newport ri through vineyard sound and moored to buoy at newport ri,                   port t,vineyard sound,41 26 30N,0001-07-16
  15/09/1898,,,,,,,,,
  15/09/1898,,,29.9,32.6,moored to buoy off training station newport ri,                   port t,newport rhode island,,
  16/09/1898,,,,,,,,,
  16/09/1898,,,29.9,32.6,moored to buoy off training station newport ri,                   port t,newport rhode island,,
  17/09/1898,,,,,,,,,
  17/09/1898,,,29.9,32.6,moored to buoy off training station newport ri,                   port t,newport rhode island,,
  18/09/1898,,,,,,,,,
  18/09/1898,,,29.9,32.6,moored to buoy off training station newport ri,                   port t,newport rhode island,,
  19/09/1898,,,,,,,,,
  19/09/1898,,,29.9,32.6,moored to buoy off training station newport ri,                   port t,newport rhode island,,
  20/09/1898,,,,,,,,,
  20/09/1898,,,-43,147.8,moored to buoy newport ri and making passage to norfolk va,              norfolk bay,newport rhode island,,
  21/09/1898,,,,,,,,,
  21/09/1898,   38 28 N,   74 16 W,-43,147.8,making passage from newport ri to norfolk va,              norfolk bay,north atlantic,,
  22/09/1898,,,,,,,,,
  22/09/1898,,,-43,147.8,making passage to and anchored at norfolk va,              norfolk bay,norfolk virginia,,
  23/09/1898,,,,,,,,,
  23/09/1898,,,-43,147.8,anchored off norfolk navy yard,              norfolk bay,navy yard norfolk,36 56.7N,0001-05-12
  24/09/1898,,,,,,,,,
  24/09/1898,,,-43,147.8,anchored off norfolk navy yard,              norfolk bay,navy yard norfolk,,
  25/09/1898,,,,,,,,,
  25/09/1898,,,36.8,32.6,anchored off norfolk navy yard,              norfolk bay,navy yard norfolk,,
  26/09/1898,,,,,,,,,
  26/09/1898,,,,,,,,,
  27/09/1898,,,,,,,,,
  27/09/1898,,,-43,147.8,moored to dock at navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  28/09/1898,,,,,,,,,
  28/09/1898,,,-43,147.8,moored to dock at navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  29/09/1898,,,,,,,,,
  29/09/1898,,,-43,147.8,moored to dock at navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  30/09/1898,,,,,,,,,
  30/09/1898,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  01/10/1898,,,,,,,,,
  01/10/1898,,,-43,147.8,moored at dock navy yard narfolk va,              norfolk bay,navy yard norfolk,,
  02/10/1898,,,,,,,,,
  02/10/1898,,,-43,147.8,moored at dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  03/10/1898,,,,,,,,,
  03/10/1898,,,-43,147.8,moored at navy yard dock norfolk va,              norfolk bay,navy yard norfolk,,
  04/10/1898,,,,,,,,,
  04/10/1898,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  05/10/1898,,,,,,,,,
  05/10/1898,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  05/10/1898,,,,,,,,,
  05/10/1898,,,-43,147.8,moored at dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  06/10/1898,,,,,,,,,
  06/10/1898,,,-43,147.8,moored at dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  07/10/1898,,,,,,,,,
  07/10/1898,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  08/10/1898,,,,,,,,,
  08/10/1898,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  09/10/1898,,,,,,,,,
  09/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  10/10/1898,,,,,,,,,
  10/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  11/10/1898,,,,,,,,,
  11/10/1898,,,-43,147.8,in dry dock navy yard norfolk v,              norfolk bay,navy yard norfolk,,
  12/10/1898,,,,,,,,,
  12/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  13/10/1898,,,,,,,,,
  13/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  14/10/1898,,,,,,,,,
  14/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,,,,,,,
  15/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  16/10/1898,,,,,,,,,
  16/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  17/10/1898,,,,,,,,,
  17/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  18/10/1898,,,,,,,,,
  18/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  19/10/1898,,,,,,,,,
  19/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  20/10/1898,,,,,,,,,
  20/10/1898,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  21/10/1898,,,,,,,,,
  21/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  22/10/1898,,,,,,,,,
  22/10/1898,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  23/10/1898,,,,,,,,,
  23/10/1898,,,-43,147.8,moored to dock at and anchored in stream off navy yard norfolk va,              norfolk bay,navy yard norfolk,,
  24/10/1898,,,,,,,,,
  24/10/1898,,,-43,147.8,anchored in stream opposite naval hospital norfolk va,              norfolk bay,norfolk virginia,,
  25/10/1898,,,,,,,,,
  25/10/1898,,,-43,147.8,anchored opposite naval hospital norfolk va,              norfolk bay,norfolk virginia,,
  26/10/1898,,,,,,,,,
  26/10/1898,,,,,,,,,
  26/10/1898,,,,,,,,,
  26/10/1898,,,-43,147.8,  anchored off norfolk va,              norfolk bay,norfolk virginia,,
  27/10/1898,,,,,,,,,
  27/10/1898,,,-43,147.8,  anchored off norfolk va,              norfolk bay,norfolk virginia,,
  28/10/1898,,,,,,,,,
  28/10/1898,,,-43,147.8,  anchored off norfolk va,              norfolk bay,norfolk virginia,,
  29/10/1898,,,,,,,,,
  29/10/1898,,,-43,147.8,  anchored off norfolk va,              norfolk bay,norfolk virginia,,
  30/10/1898,,,,,,,,,
  30/10/1898,,,-43,147.8,  anchored off norfolk va,              norfolk bay,norfolk virginia,,
  31/10/1898,,,,,,,,,
  31/10/1898,,,-43,147.8,  anchored off norfolk va,              norfolk bay,norfolk virginia,,
  01/11/1898,,,,,,,,,
  01/11/1898,   37 56 N,   75 57 W,37,-76.3,anchored off norfolk va and at hampton roads va and proceeding to sea,            hampton roads,,,
   2/11/1898,,,,,,,,,
   2/11/1898,,,37,-76.3,anchored off norfolk va and at hampton roads va and proceeding to sea,            hampton roads,,,
  02/11/1898,,,,,,,,,
  02/11/1898,   36 40 N,   73 12 W,37,-76.3,at sea making passage from hampton roads va to barbadoes west indies,            hampton roads,north atlantic,,
  03/11/1898,,,,,,,,,
  03/11/1898,   36 21 N,   69 13 W,,,                     noon,,,,
  04/11/1898,,,,,,,,,
  04/11/1898,   35 51 N,   65 59 W,,,                     noon,,,,
  05/11/1898,,,,,,,,,
  05/11/1898,   35 57 N,   63 03 W,,,                     noon,,,,
  06/11/1898,,,,,,,,,
  06/11/1898,   34 22 N,   61 48 W,,,                     noon,,,,
  07/11/1898,,,,,,,,,
  07/11/1898,   31 37 N,   60 18 W,,,                     noon,,,,
   8/11/1898,,,,,,,,,
   8/11/1898,   29 06 N,   58 42 W,,,                     noon,,,,
  09/11/1898,,,,,,,,,
  09/11/1898,   29 06 N,   58 42 W,,,,,,,
  09/11/1898,,,,,,,,,
  09/11/1898,   26 45 N,   56 55 W,,,                     noon,,,,
  10/11/1898,,,,,,,,,
  10/11/1898,   24 52 N,   55 37 W,,,                     noon,,,,
  11/11/1898,,,,,,,,,
  11/11/1898,   22 38 N,   24 43 W,,,                     noon,,north atlantic,,0002-01-14
  12/11/1898,,,,,,,,,
  12/11/1898,   20 56 N,   54 40 W,,,                     noon,,,,
  13/11/1898,,,,,,,,,
  13/11/1898,   19 43 N,   54 55 W,,,                     noon,,,,
  14/11/1898,,,,,,,,,
  14/11/1898,   19 11 N,   55 19 W,,,                     noon,,,,
  15/11/1898,,,,,,,,,
  15/11/1898,   18 03 N,   55 56 W,,,                     noon,,,,
  16/11/1898,,,,,,,,,
  16/11/1898,   16 20 N,   57 06 W,,,                     noon,,,,
  17/11/1898,,,,,,,,,
  17/11/1898,   13 57 N,   58 30 W,,,                     noon,,,,
  18/11/1898,,,,,,,,,
  18/11/1898,   18 56 N,   59 39 W,13.1,-59.6,at sea off barbados wi and at anchor off bridgetown barados wi,     bridgetown  barbados,,,
  19/11/1898,,,,,,,,,
  19/11/1898,,,,,,,,,
  19/11/1898,,,,,,,,,
  19/11/1898,,,13.1,-59.6,at anchor off bridgetown barbados wi,     bridgetown  barbados,,,
  20/11/1898,,,,,,,,,
