          NA,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  20/11/1898,,,13.1,-59.6,at anchor off bridetown barbados wi,     bridgetown  barbados,,,
  21/11/1898,,,,,,,,,
  21/11/1898,,,13.1,-59.6,at anchor off bridgetown barbados wi,     bridgetown  barbados,,,
  22/11/1898,,,,,,,,,
  22/11/1898,,,,,,,,,
  22/11/1898,,,,,,,,,
  22/11/1898,,,13.1,-59.6,at anchor off bridgetown barbados wi,     bridgetown  barbados,,,
  23/11/1898,,,,,,,,,
  23/11/1898,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  24/11/1898,,,,,,,,,
  24/11/1898,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  25/11/1898,,,,,,,,,
  25/11/1898,,,13.1,-59.6,at anchor off bridgetown  barbados wi,     bridgetown  barbados,,,
  26/11/1898,,,,,,,,,
  26/11/1898,,,,,,,,,
  26/11/1898,,,,,,,,,
  26/11/1898,,,,,,,,,
  26/11/1898,,,,,,,,,
  26/11/1898,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  27/11/1898,,,,,,,,,
  27/11/1898,   12 54 N,   59 45 W,13.1,-59.6,at anchor off bridetown barbados wi and at sea making passagetowards trinidad wi,     bridgetown  barbados,north atlantic,,
  28/11/1898,,,,,,,,,
  28/11/1898,   11 26 N,   61 06 W,,,                     noon,,,,
  29/11/1898,,,,,,,,,
  29/11/1898,,,,,,,,,
  29/11/1898,,,,,,,,,
  29/11/1898,,,10.7,-61.5,standing into the gulf of paria and at anchor off port of spain trinidad bvi,     port of spain trinid,,,
  30/11/1898,,,29.9,32.6,boca grande channel and up to port spain,                   port t,bocas del dragon,10 45N,0001-11-19
  30/11/1898,,,10.7,-61.5,standing into the gulf of paria and at anchor off port of spain trinidad,     port of spain trinid,,,
  30/11/1898,,,,,,,,,
  30/11/1898,,,,,,,,,
  30/11/1898,,,,,,,,,
  30/11/1898,,,10.7,-61.5,at anchor off port of spain trinidad bwi,     port of spain trinid,,,
  01/12/1898,,,,,,,,,
  01/12/1898,,,10.7,-61.5,at anchor off port of spain trinidad bwi,     port of spain trinid,,,
  02/12/1898,,,,,,,,,
  02/12/1898,,,10.7,-61.5,at anchor off port of spain trinidad bwi,     port of spain trinid,,,
  03/12/1898,,,,,,,,,
  03/12/1898,,,10.7,-61.5,at anchor off port of spain trinidad bwi,     port of spain trinid,,,
  04/12/1898,,,,,,,,,
  04/12/1898,,,10.7,-61.5,   port of spain trinidad,     port of spain trinid,,,
  05/12/1898,,,,,,,,,
   6/12/1898,,,10.7,-61.5,at anchor off port of spain trinidad bwi,     port of spain trinid,,,
  06/12/1898,,,,,,,,,
  06/12/1898,,,,,,,,,
  06/12/1898,,,,,,,,,
  06/12/1898,,,10.7,-61.5,at anchor off port of spain trinidad underway in the gulf of paria and at anchor off port bres trinidad bwi,     port of spain trinid,gulf of paria,10 23N,0001-05-28
  07/12/1898,,,,,,,,,
  07/12/1898,     11 01,     61 45,10.7,-61.5,at anchor off point bren trinidad and making passage thence to st lucia,                 trinidad,caribbean sea,,
  08/12/1898,,,,,,,,,
  08/12/1898,,,10.7,-61.5,at sea making passage from point bren trinidad towards st lucia,                 trinidad,grenada,12 07N,0001-10-08
  08/12/1898,,,,,,,,,
  08/12/1898,   12 19 N,   61 50 W,10.7,-61.5,at sea making passage from point brea trinidad towards st lucia,                 trinidad,grenada,,
  09/12/1898,,,16.8,-61.7,at day break grenada at about 90 miles on starboard,                  grenada,grenada,,
  09/12/1898,   14 01 N,   61 01 W,14,-61,at sea making passage from pt brea trinidad towards port castries st lucia,            port castries,,,
  10/12/1898,,,,,,,,,
  10/12/1898,,,14,-61,at anchor at port castries st lucia wi,            port castries,,,
  11/12/1898,,,,,,,,,
  11/12/1898,,,14,-61,anchored at port castriesw i moored alongside coal wharf and again at anchor,            port castries,,,
  12/12/1898,,,,,,,,,
  12/12/1898,,,14,-61,at anchor at port castries wi,            port castries,,,
  13/12/1898,,,,,,,,,
  13/12/1898,,,14,-61,at anchor at port castries wi,            port castries,,,
  14/12/1898,,,,,,,,,
  14/12/1898,,,14,-61,at anchor at port castries wi,            port castries,,,
"Wednesday December 14, 1898",,,,,,,,,
"Wednesday December 14, 1898",   14 11 N,   61 04 W,,,at anchor at port castries st lucia making passage thence towards martinique and at anchor off fort defrance martinique wi,,,,
  15/12/1898,,,,,,,,,
  15/12/1898,,,,,,,,,
  15/12/1898,,,,,,,,,
  15/12/1898,,,14.6,-61.1,at anchor off fort de france martinique wi,           fort de france,,,
  16/12/1898,,,,,,,,,
  16/12/1898,,,14.6,-61.1,at anchor off fort de france martinique wi,           fort de france,,,
  17/12/1898,,,,,,,,,
  17/12/1898,,,14.6,-61.1,at anchor off fort de france martinique wi,           fort de france,,,
  18/12/1898,,,,,,,,,
  18/12/1898,,,14.6,-61.1,at anchor off fort de france martinique wi,           fort de france,,,
  19/12/1898,,,,,,,,,
  19/12/1898,   14 41 N,   61 12 W,,,at anchor off fort de france martinique wi and at sea making passage thence toward st kitts wi,,,,
  20/12/1898,,,,,,,,,
  20/12/1898,,,,,,,,,
  20/12/1898,,,,,,,,,
  20/12/1898,   15 55 N,   61 55 W,,,at sea making passage from fort de france martinique towards st kitts wi,,,,
"Wednesday December 21st, 1898",,,,,,,,,
"Wednesday December 21st, 1898",,,,,,,,,
  21/12/1898,,,,,,,,,
  21/12/1898,   15 57 N,   61 58 W,,,at sea making passage from fort de france martinique towards st kitts wi,,,,
  22/12/1898,,,,,,,,,
  22/12/1898,   17 00 N,   62 37 W,,,at sea making passage from fort de france martinique towadrs st kitts and at anchor off bassi terre st kitts wi,,,,
  23/12/1898,,,,,,,,,
  23/12/1898,,,,,,,,,
  23/12/1898,,,,,,,,,
  23/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts w i,      basseterre st kitts,,,
  24/12/1898,,,,,,,,,
  24/12/1898,,,17.3,-62.7,at anchor off basse terri st kitts wi,      basseterre st kitts,,,
  25/12/1898,,,,,,,,,
  25/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts wi,      basseterre st kitts,,,
  26/12/1898,,,,,,,,,
  26/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts wi,      basseterre st kitts,,,
  27/12/1898,,,,,,,,,
  27/12/1898,,,17.3,-62.7,at anchor off basse terri st kitts wi,      basseterre st kitts,,,
  28/12/1898,,,,,,,,,
  28/12/1898,,,,,,,,,
  28/12/1898,,,,,,,,,
  28/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts wi,      basseterre st kitts,,,
  29/12/1898,,,,,,,,,
  29/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts wi,      basseterre st kitts,,,
  30/12/1898,,,,,,,,,
  30/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts wi,      basseterre st kitts,,,
  31/12/1898,,,,,,,,,
  31/12/1898,,,17.3,-62.7,at anchor off basse terre st kitts w i,      basseterre st kitts,,,
