  01/01/1901,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1901,,,55,-1.5,anchored off cebu cebu i pi,                      tic,cebu,10 19N,123 45E
  02/01/1901,,,,,,,,,
  02/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  04/01/1901,,,,,,,,,
  04/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  05/01/1901,,,,,,,,,
  05/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  06/01/1901,,,,,,,,,
  06/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  07/01/1901,,,,,,,,,
  07/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  07/01/1901,,,,,,,,,
  07/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  08/01/1901,,,,,,,,,
  08/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  08/01/1901,,,,,,,,,
  08/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  09/01/1901,,,,,,,,,
  09/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  09/01/1901,,,,,,,,,
  09/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  10/01/1901,,,,,,,,,
  10/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  10/01/1901,,,,,,,,,
  10/01/1901,,,,,at anchor off cebu cebu i pi,,,,
  11/01/1901,,,,,,,,,
  11/01/1901,   09 23 N,  123 47 E,30.5,117.1,at anchor cebu cebu  making pasage to kagayan mindanao,                   anking,bohol sea,9 23 3N,124 24 24E
  12/01/1901,,,,,,,,,
  12/01/1901,,,30.5,117.1,at anchor cebu cebu  making pasage to kagayan mindanao,                   anking,bohol sea,,
  12/01/1901,,,22.4,114.2,at 400 laon bohol bearing e 34n mag argao cebu nw12w mag north point kalibao id nne 34 e mag pat log reading 331,                    forth,bohol sea,,
  12/01/1901,,,24.5,118.1,at anchor off kagayan mindanao id  underway,                     amay,cagayan de oro,8 29N,124 39E
  13/01/1901,,,29.9,115.2,on course se 38 e towards makagalar bay mindinao at 312 picked up point salauang on std bow,                   labuan,macajalar bay,8 35N,124 39E
  13/01/1901,,,24.5,118.1,at anchor off kagayan mindanao i pi,                     amay,cagayan de oro,,
  14/01/1901,,,,,,,,,
  14/01/1901,,,24.5,118.1,at anchor off kagayan mindanao i pi,                     amay,cagayan de oro,,
  15/01/1901,,,,,,,,,
  15/01/1901,,,24.5,118.1,at anchor off kagayan mindanao i pi,                     amay,cagayan de oro,,
  16/01/1901,,,,,,,,,
  16/01/1901,,,24.5,118.1,at anchor off kagayan mindanao pi,                     amay,cagayan de oro,,
  17/01/1901,,,,,,,,,
  17/01/1901,,,24.5,118.1,at anchor off kagayan mindanao pi,                     amay,cagayan de oro,,
  18/01/1901,,,,,,,,,
  18/01/1901,   08 50 N,  124 45 E,30.5,117.1,at anchor off kagayan mindanao id  underway  making run to  from salay misub,                   anking,cagayan de oro,,
  19/01/1901,,,,,,,,,
  19/01/1901,,,24.5,118.1,at anchor off kagayan mindanao id,                     amay,cagayan de oro,,
  20/01/1901,,,,,,,,,
  20/01/1901,,,24.5,118.1,at anchor off kagayan mindanao i pi,                     amay,cagayan de oro,,
  21/01/1901,,,,,,,,,
  21/01/1901,,,24.5,118.1,at anchor off kagayan mindanao i pi,                     amay,cagayan de oro,,
  22/01/1901,,,,,,,,,
  22/01/1901,,,24.5,118.1,at anchor off kagayan mindanao id,                     amay,cagayan de oro,,
  23/01/1901,,,,,,,,,
  23/01/1901,   08 41 N,  124 32 E,24.5,118.1,at anchor off kagayan mindanao id and underway,                     amay,cagayan de oro,,
  24/01/1901,,,,,,,,,
  24/01/1901,   08 47 N,  123 33 E,30.5,117.1,making passage from kagayan to dapitan mindanao  at anchor,                   anking,bohol sea,,
  25/01/1901,,,,,,,,,
  25/01/1901,,,30.5,117.1,at anchor off dapidan mindanas i pi  making passage to dapidan mindanas,                   anking,dapitan,8 39N,123 25E
  26/01/1901,,,,,,,,,
  26/01/1901,,,-13.8,-171.7,at anchor off dapitan mindanao i pi,                     apia,dapitan,,
  27/01/1901,,,,,,,,,
  27/01/1901,   08 33 N,  123 00 E,-5.4,39,at anchor off dapidan mindanao  underway making run to sindangan bay,              pangani bay,dapitan,,
  28/01/1901,,,,,,,,,
  28/01/1901,   08 39 N,    123 21,-13.8,-171.7,underway and at anchor off dapidan mindanao i pi,                     apia,dapitan,,
  29/01/1901,,,,,,,,,
  29/01/1901,,,-13.8,-171.7,at anchor off dapitan mindanao i pi,                     apia,dapitan,,
  30/01/1901,,,,,,,,,
  30/01/1901,,,-13.8,-171.7,at anchor off dapitan mindanao i pi,                     apia,dapitan,,
  31/01/1901,,,,,,,,,
  31/01/1901,,,-13.8,-171.7,at anchor off dapitan mindanao i pi,                     apia,dapitan,,
  01/02/1901,,,,,,,,,
  01/02/1901,   09 34 N,  123 34 E,30.5,117.1,at anchor off dapidan mindanao  making passage to cebu cebu i  at anchor,                   anking,bohol sea,,
  02/02/1901,,,,,,,,,
  02/02/1901,,,,,at anchor off cebu cebu i pi,,,,
  03/02/1901,,,,,,,,,
  03/02/1901,,,,,at anchor off cebu cebu i pi,,,,
  04/02/1901,,,,,,,,,
  04/02/1901,,,,,at anchor off cebu cebu i pi,,,,
  05/02/1901,,,,,,,,,
  05/02/1901,,,55,-1.5,moored alongside collier justin at cebu cebu i pi,                      tic,cebu,,
  06/02/1901,,,,,,,,,
  06/02/1901,,,,,,,,,
  07/02/1901,,,,,,,,,
  07/02/1901,,,,,at anchor off cebu cebu i pi,,,,
  08/02/1901,,,,,,,,,
  08/02/1901,,,,,at anchor off cebu cebu i pi,,,,
  09/02/1901,,,,,,,,,
  09/02/1901,,,,,,,,,
  09/02/1901,,,,,,,,,
  09/02/1901,,,,,,,,,
  09/02/1901,,,,,,,,,
  09/02/1901,,,,,at anchor off cebu cebu i pi,,,,
  10/02/1901,,,,,,,,,
  10/02/1901,   11 08 N,  124 05 E,14.6,121,at anchor off cebu  making passage to manila pi,                   manila,visayan sea,11 30 00N,123 40 00E
  11/02/1901,,,,,,,,,
  11/02/1901,,,,,,,,,
  11/02/1901,,,,,,,,,
  11/02/1901,   13 13 N,  121 34 E,,,                   at sea,,,,
  12/02/1901,,,,,,,,,
  12/02/1901,,,41.1,37.3,underway  at anchor off cavite pi,                     unye,cavite,14 16N,120 52E
  13/02/1901,,,,,,,,,
  13/02/1901,,,,,  at anchor off cavite pi,,,,
  14/02/1901,,,,,,,,,
  14/02/1901,,,,,  at anchor off cavite pi,,,,
  15/02/1901,,,,,,,,,
  15/02/1901,,,,,,,,,
  15/02/1901,,,,,,,,,
  15/02/1901,,,,,,,,,
  15/02/1901,,,,,,,,,
  15/02/1901,,,,,  at anchor off cavite pi,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,,,,,
  16/02/1901,,,,,  at anchor off cavite pi,,,,
  17/02/1901,,,,,,,,,
  17/02/1901,,,,,,,,,
  17/02/1901,,,,,,,,,
  17/02/1901,   14 35 N,  120 37 W,,, at anchor off cavite  pi,,,,
  18/02/1901,,,,,,,,,
  18/02/1901,,,,,,,,,
  18/02/1901,,,,,,,,,
  18/02/1901,,,,,,,,,
  18/02/1901,,,,,,,,,
  18/02/1901,   15 25 N,  119 28 E,22.3,114.1,at sea enroute from cavite pi to hong kong china,             nw hong kong,south china sea,12N,113E
  19/02/1901,,,,,,,,,
  19/02/1901,,,,,,,,,
  19/02/1901,,,,,,,,,
  19/02/1901,   18 23 N,  117 28 E,22.3,114.1,at sea making passage from cavite p i to hong kong china,             nw hong kong,south china sea,,
  20/02/1901,,,,,,,,,
  20/02/1901,   20 54 N,  115 22 E,22.3,114.1,making passage from cavite pi to hong kong china,             nw hong kong,pratas islands,20 43N,116 42E
  21/02/1901,,,,,,,,,
  21/02/1901,   22 13 N,  114 17 E,22.3,114.1,making passage from cavite pi to hong kong china and at anchor off hong kong,             nw hong kong,po toi islands,22.1742N,114.2705E
  22/02/1901,,,,,,,,,
  22/02/1901,,,22.3,114.1,making passage from cavite pi to hong kong china and at anchor off hong kong,             nw hong kong,po toi islands,,
  22/02/1901,,,-17.5,55.5,at about 1000 sighted waglan light ahead,                   moorea,waglan island,22 10 55N,114 18 12E
  22/02/1901,,,22.3,114.2,          hong kong china,               hong  kong,,,
 23/02/18901,,,,,,,,,
 23/02/18901,,,,,,,,,
  23/02/1901,,,,,,,,,
  23/02/1901,,,22.3,114.2,          hong kong china,               hong  kong,,,
  24/02/1901,,,,,,,,,
  24/02/1901,,,22.3,114.1,at anchor hong kong china,             nw hong kong,,,
  24/02/1901,,,,,,,,,
  24/02/1901,,,22.3,114.2,          hong kong china,               hong  kong,,,
  25/02/1901,,,,,,,,,
  25/02/1901,,,,,,,,,
  25/02/1901,,,,,,,,,
  25/02/1901,,,22.3,114.2,          hong kong china,               hong  kong,,,
  26/02/1901,,,,,,,,,
  26/02/1901,,,22.3,114.2,          hong kong china,               hong  kong,,,
  27/02/1901,,,,,,,,,
  27/02/1901,,,22.3,114.1,anchored off hong kong china,             nw hong kong,,,
  27/02/1901,,,,,,,,,
  27/02/1901,,,22.3,114.1,anchored off hong kong china,             nw hong kong,,,
  28/02/1901,,,,,,,,,
  28/02/1901,,,22.3,114.1,anchored off hong kong china,             nw hong kong,,,
  28/02/1901,,,,,,,,,
  28/02/1901,,,22.3,114.2,moored to wharf cosmopolitan docks hong kong,               hong  kong,,,
  01/03/1901,,,,,,,,,
  01/03/1901,,,22.3,114.2,moored to wharf cosmopolitan docks hong kong china,               hong  kong,,,
  02/03/1901,,,,,,,,,
  02/03/1901,,,22.3,114.2,alongside wharf cosmopolitan docks hong kong china,               hong  kong,,,
  03/03/1901,,,,,,,,,
  03/03/1901,,,22.3,114.2,moored to wharf cosmopolitan docks hong kong,               hong  kong,,,
  04/03/1901,,,,,,,,,
  04/03/1901,,,22.3,114.2,wharf cosmopolitan docks hong kong china,               hong  kong,,,
  05/03/1901,,,,,,,,,
  05/03/1901,,,,,moored to wharf off cosmopolitan dock hong kong china,,,,
  05/03/1901,,,,,,,,,
  05/03/1901,,,,,,,,,
  06/03/1901,,,,,,,,,
  06/03/1901,,,22.3,114.2,alongside wharf cosmopolitan docks hong kong china,               hong  kong,,,
  07/03/1901,,,,,,,,,
  07/03/1901,,,22.3,114.2,alongside wharf cosmopolitan docks hong kong china,               hong  kong,,,
  08/03/1901,,,,,,,,,
  08/03/1901,,,,,,,,,
  08/03/1901,,,,,,,,,
  08/03/1901,,,22.3,114.2,alongside wharf cosmopolitan docks hong kong china,               hong  kong,,,
  09/03/1901,,,,,,,,,
  09/03/1901,,,22.3,114.2,alongside wharf off cosmopolitan docks hong kong china,               hong  kong,,,
  10/03/1901,,,,,,,,,
  10/03/1901,,,22.3,114.2,alongside wharf off cosmopolitgan dock hong kong china,               hong  kong,,,
  11/03/1901,,,,,,,,,
  11/03/1901,,,,,alongside wharf off cosmopolitgan dock hong kong china,,,,
  11/03/1901,,,,,,,,,
  11/03/1901,,,,,alongside wharf off cosmopolitgan dock hong kong china,,,,
  11/03/1901,,,,,,,,,
