  01/01/1917,        NA,        NA_2,47.6,-122.3,       seattle washington,                  seattle,h,i,j
  21/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  21/08/1917,,,,,,,,,
  22/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/08/1917,,,,,,,,,
  23/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  23/08/1917,,,,,,,,,
  24/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  24/08/1917,,,,,,,,,
  25/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  25/08/1917,,,,,,,,,
  26/08/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  26/08/1917,,,,,,,,,
  27/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  27/08/1917,,,,,,,,,
  28/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  28/08/1917,,,,,,,,,
  29/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  29/08/1917,,,,,,,,,
  30/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  30/08/1917,,,,,,,,,
  31/08/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  31/08/1917,,,,,,,,,
  01/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  01/09/1917,,,,,,,,,
  02/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  02/09/1917,,,,,,,,,
  03/09/1917,,,37.8,-122.4,en route from san diego calif to san francisco calif,        san francisco bay,,,
  03/09/1917,,,,,,,,,
  04/09/1917,   35 54 N,  121 30 W,37.8,-122.4,from san diego calif to san francisco calif,        san francisco bay,north pacific,,
  04/09/1917,,,,,,,,,
  05/09/1917,,,37.8,-122.4,en route from san diego calif to san francisco calif,        san francisco bay,,,
  05/09/1917,,,,,,,,,
  06/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  06/09/1917,,,,,,,,,
  07/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  07/09/1917,,,,,,,,,
  08/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  08/09/1917,,,,,,,,,
  09/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  09/09/1917,,,,,,,,,
  10/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  10/09/1917,,,,,,,,,
  11/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  11/09/1917,,,,,,,,,
  12/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  12/09/1917,,,,,,,,,
  13/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  13/09/1917,,,,,,,,,
  14/09/1917,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  14/09/1917,,,,,,,,,
  15/09/1917,   36 48 N,  122 13 W,37.8,-122.4,      san francisco calif,        san francisco bay,north pacific,,
  15/09/1917,,,,,,,,,
  16/09/1917,   34 59 N,  120 57 W,37.8,-122.4,fromsan francisco calif to san diego calif,        san francisco bay,north pacific,,
  16/09/1917,,,,,,,,,
  17/09/1917,  118 19 N,   33 27 W,37.8,-122.4,from san francisco calif to san diego calif,        san francisco bay,north pacific,,
  17/09/1917,,,,,,,,,
  18/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  18/09/1917,,,,,,,,,
  19/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  19/09/1917,,,,,,,,,
  20/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  20/09/1917,,,,,,,,,
  21/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  21/09/1917,,,,,,,,,
  22/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/09/1917,,,,,,,,,
  23/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  23/09/1917,,,,,,,,,
  24/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  24/09/1917,,,,,,,,,
  25/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  25/09/1917,,,,,,,,,
  26/09/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  26/09/1917,,,,,,,,,
  27/09/1917,,,54.3,-130.6,en route from guadalupe island to san quentin,              lucy island,guadalupe island,,
  27/09/1917,,,,,,,,,
  28/09/1917,,,55,-1.5,from st quentin to patrol,                      tic,san quentin california,37 56 29N,122 29 06W
  28/09/1917,,,,,,,,,
  29/09/1917,,,55,-1.5,en route from san quentin mexico,                      tic,san quentin california,,
  29/09/1917,,,,,,,,,
  30/09/1917,,,30,48.5,en route from san quentin mexico,            san diego usa,san quentin california,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  30/09/1917,,,,,,,,,
  01/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  01/10/1917,,,,,,,,,
  02/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  02/10/1917,,,,,,,,,
  03/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  03/10/1917,,,,,,,,,
  04/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  04/10/1917,,,,,,,,,
  05/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  05/10/1917,,,,,,,,,
  06/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  06/10/1917,,,,,,,,,
  07/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  07/10/1917,,,,,,,,,
  08/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  08/10/1917,,,,,,,,,
  09/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  09/10/1917,,,,,,,,,
  10/10/1917,,,32.7,-117.2,en route from san diego calif to san clemente island,            san diego usa,san clemente island,32 54N,118 30W
  10/10/1917,,,,,,,,,
  11/10/1917,,,33.7,-118.3,     san pedro california,          san pedro calif,,,
  11/10/1917,,,,,,,,,
  12/10/1917,,,33.7,-118.3,en route from san pedro california to san clemente island,          san pedro calif,san clemente island,,
  12/10/1917,,,,,,,,,
  13/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  13/10/1917,,,,,,,,,
  14/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  14/10/1917,,,,,,,,,
  15/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  15/10/1917,,,,,,,,,
  16/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  16/10/1917,,,,,,,,,
  17/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  17/10/1917,,,,,,,,,
  18/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  18/10/1917,,,,,,,,,
  19/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  19/10/1917,,,,,,,,,
  20/10/1917,,,32.7,-117.2,en route to san diego calif,            san diego usa,,,
  20/10/1917,,,,,,,,,
  21/10/1917,,,32.7,-117.2,en route from san diego calif,            san diego usa,,,
  21/10/1917,,,,,,,,,
  22/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/10/1917,,,,,,,,,
  23/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  23/10/1917,,,,,,,,,
  24/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  24/10/1917,,,,,,,,,
  25/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  25/10/1917,,,,,,,,,
  26/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  26/10/1917,,,,,,,,,
  27/10/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  27/10/1917,,,,,,,,,
  28/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  28/10/1917,,,,,,,,,
  29/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  29/10/1917,,,,,,,,,
  30/10/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  30/10/1917,,,,,,,,,
  31/10/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  31/10/1917,,,,,,,,,
  01/11/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  01/11/1917,,,,,,,,,
  02/11/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  02/11/1917,,,,,,,,,
  03/11/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  03/11/1917,,,,,,,,,
  03/11/1917,,,,,,,,,
  03/11/1917,,,,,,,,,
  04/11/1917,,,,,,,,,
  04/11/1917,,,,,,,,,
  05/11/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  05/11/1917,,,,,,,,,
  06/11/1917,   30 28 N,  116 05 W,32.7,-117.2,from san diego calif to pichilinque mex,            san diego usa,north pacific,,
  06/11/1917,,,,,,,,,
  07/11/1917,   27 32 N,  115 03 W,32.7,-117.2,from san diego calif to pichilinque mex,            san diego usa,north pacific,,
  07/11/1917,,,,,,,,,
  08/11/1917,   24 55 N,  111 31 W,32.7,-117.2,from san diego calif to pichilinque mex,            san diego usa,north pacific,,
  08/11/1917,,,,,,,,,
  09/11/1917,   23 04 N,  109 28 W,32.7,-117.2,from san diego calif to pichilinque mex,            san diego usa,gulf of california,28 0N,112 0W
  09/11/1917,,,,,,,,,
  10/11/1917,   24 24 N,  109 56 W,32.7,-117.2,from san diego calif to pichilinque mex,            san diego usa,gulf of california,,
  10/11/1917,,,,,,,,,
  11/11/1917,   24 20 N,  110 07 W,35.9,-5.3,from pichilinque mexico to salina cruz mexico,                   almina,la paz baja california sur,24 08 32N,110 18 39W
  11/11/1917,,,,,,,,,
  12/11/1917,   19 50 N,  106 56 W,35.9,-5.3,from pichilinque mexico to salina cruz mexico,                   almina,north pacific,,
  12/11/1917,,,,,,,,,
  13/11/1917,   19 30 N,  105 25 W,35.9,-5.3,from pichilinque mexico to salina cruz mexico,                   almina,north pacific,,
  13/11/1917,,,,,,,,,
  14/11/1917,   17 10 N,  101 09 W,35.9,-5.3,from pichilinque mexico to salina cruz mexico,                   almina,north pacific,,
  14/11/1917,,,,,,,,,
  15/11/1917,   16 28 N,   99 27 W,35.9,-5.3,from pichilinque mexico to salina cruz mexico,                   almina,north pacific,,
  15/11/1917,,,,,,,,,
  16/11/1917,   15 46 N,   96 07 W,35.9,-5.3,from pichilinque mexico to salina cruz mexico,                   almina,north pacific,,
  16/11/1917,,,,,,,,,
  17/11/1917,,,35.9,-5.3,       salina cruz mexico,                   almina,salina cruz,16 10N,95 12W
  17/11/1917,,,,,,,,,
  18/11/1917,   16 01 N,   95 49 W,35.9,-5.3,from salina cruz mexico to acapulco mexico,                   almina,salina cruz,,
  18/11/1917,,,,,,,,,
  19/11/1917,   16 26 N,   97 50 W,35.9,-5.3,from salina cruz mexico to acapulco mexico,                   almina,north pacific,,
  19/11/1917,,,,,,,,,
  20/11/1917,,,35.9,-5.3,en route from salina cruz mexico to acapulco mexico,                   almina,acapulco,16 51 49N,99 52 57W
  20/11/1917,,,,,,,,,
  21/11/1917,,,55,-1.5,          acapulco mexico,                      tic,acapulco,,
  21/11/1917,,,,,,,,,
  22/11/1917,   17 47 N,  100 46 W,30,48.5,from acapulco mexico to  mexico,                      fao,north pacific,,
  22/11/1917,,,,,,,,,
  23/11/1917,   19 03 N,  104 05 W,30,48.5,from acapulco mexico to manzanillo mexico,                      fao,manzanillo colima,19 3 8N,104 18 57W
  23/11/1917,,,,,,,,,
  23/11/1917,,,,,,,,,
  23/11/1917,,,,,,,,,
  24/11/1917,   20 40 N,  106 02 W,,,,,,,
  24/11/1917,,,,,,,,,
  25/11/1917,,,11.4,43.5,en route from manzanillo mexico to mazatlan mexico,                    zaila,mazatlan,23 13 12N,106 25 12W
  25/11/1917,,,,,,,,,
  26/11/1917,   23 22 N,  107 06 W,11.4,43.5,       at mazatlan mexico,                    zaila,north pacific,,
  26/11/1917,,,,,,,,,
  27/11/1917,   24 03 N,  109 35 W,,,,,,,
  27/11/1917,,,,,,,,,
  28/11/1917,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  28/11/1917,,,,,,,,,
  29/11/1917,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  29/11/1917,,,,,,,,,
  30/11/1917,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  30/11/1917,,,,,,,,,
  01/12/1917,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  01/12/1917,,,,,,,,,
  02/12/1917,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  02/12/1917,,,,,,,,,
  03/12/1917,   24 51 N,  110 40 W,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  03/12/1917,,,,,,,,,
  04/12/1917,   24 22 N,  110 24 W,,,,,,,
  04/12/1917,,,,,,,,,
  04/12/1917,,,,,,,,,
  04/12/1917,,,,,,,,,
  05/12/1917,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  05/12/1917,,,,,,,,,
  06/12/1917,   24 47 N,  110 26 W,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  06/12/1917,,,,,,,,,
  07/12/1917,   25 57 N,  111 06 W,55,-1.5,       pichilinque mexico,                      tic,gulf of california,,
  07/12/1917,,,,,,,,,
  08/12/1917,,,31.5,118.3,   coronado island mexico,              wade island,isla coronados,26 07 8.52N,111 16 26.73W
  08/12/1917,,,,,,,,,
  09/12/1917,   26 32 N,  111 26 W,,,,,,,
  09/12/1917,,,,,,,,,
  10/12/1917,,,31.5,118.3,   coronado island mexico,              wade island,isla coronados,,
  10/12/1917,,,,,,,,,
  11/12/1917,   27 40 N,  111 03 W,,,,,,,
  11/12/1917,,,,,,,,,
  12/12/1917,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,27 55 06N,110 53 56W
  12/12/1917,,,,,,,,,
  13/12/1917,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  13/12/1917,,,,,,,,,
  14/12/1917,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  14/12/1917,,,,,,,,,
  15/12/1917,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  15/12/1917,,,,,,,,,
  16/12/1917,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  16/12/1917,,,,,,,,,
  17/12/1917,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  17/12/1917,,,,,,,,,
  17/12/1917,,,,,,,,,
  17/12/1917,,,,,,,,,
  18/12/1917,   26 09 N,  110 30 W,,,,,,,
  18/12/1917,,,,,,,,,
  19/12/1917,   23 02 N,  109 40 W,,,,,,,
  19/12/1917,,,,,,,,,
  20/12/1917,   24 31 N,  112 03 W,,,,,,,
  20/12/1917,,,,,,,,,
  21/12/1917,   27 01 N,  114 05 W,,,,,,,
  21/12/1917,,,,,,,,,
  22/12/1917,   28 00 N,  114 20 W,,,,,,,
  22/12/1917,,,,,,,,,
  23/12/1917,   29 27 N,  116 03 W,,,23121917,,,,
  23/12/1917,,,,,,,,,
  24/12/1917,,,32.7,-117.2,en route from guaymas mexico to san diego calif,            san diego usa,,,
  24/12/1917,,,,,,,,,
  25/12/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  25/12/1917,,,,,,,,,
  26/12/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  26/12/1917,,,,,,,,,
  27/12/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  27/12/1917,,,,,,,,,
  28/12/1917,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  28/12/1917,,,,,,,,,
  28/12/1917,,,,,,,,,
  28/12/1917,,,,,,,,,
  29/12/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  29/12/1917,,,,,,,,,
  30/12/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  30/12/1917,,,,,,,,,
  31/12/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  31/12/1917,,,,,,,,,
  01/01/1917,,,32.7,-117.2,     san diego california,            san diego usa,,,
  01/01/1917,,,,,,,,,
  02/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  02/01/1918,,,,,,,,,
  03/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  03/01/1918,,,,,,,,,
  04/01/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  04/01/1918,,,,,,,,,
  05/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  05/01/1918,,,,,,,,,
  06/01/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  06/01/1918,,,,,,,,,
  07/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  07/01/1918,,,,,,,,,
  08/01/1918,   32 35 N,  117 13 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  08/01/1918,,,,,,,,,
  09/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  09/01/1918,,,,,,,,,
  10/01/1918,,,31.5,118.3,          coronado island,              wade island,coronado california,32 40 41N,117 10 21W
  10/01/1918,,,,,,,,,
  11/01/1918,   32 24 N,  117 13 W,32.7,-117.2,     san diego california,            san diego usa,,,
  11/01/1918,,,,,,,,,
  12/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  12/01/1918,,,,,,,,,
  13/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  13/01/1918,,,,,,,,,
  14/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  14/01/1918,,,,,,,,,
  14/01/1918,,,,,,,,,
  14/01/1918,,,,,,,,,
  15/01/1918,   32 22 N,  117 08 W,32.7,-117.2,     san diego california,            san diego usa,,,
  15/01/1918,,,,,,,,,
  15/01/1918,,,,,,,,,
  15/01/1918,,,,,,,,,
  16/01/1918,   31 46 N,  116 46 W,32.7,-117.2,          san diego calif,            san diego usa,north pacific,,
  16/01/1918,,,,,,,,,
  17/01/1918,   29 53 N,  118 03 W,,,,,,,
  17/01/1918,,,,,,,,,
  18/01/1918,   32 06 N,  117 25 W,,,,,,,
  18/01/1918,,,,,,,,,
  19/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  19/01/1918,,,,,,,,,
  20/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  20/01/1918,,,,,,,,,
  21/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  21/01/1918,,,,,,,,,
  22/01/1918,   32 34 N,  117 15 W,35.7,-0.6,                 coronado,                     oran,coronado california,,
  22/01/1918,,,,,,,,,
  23/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  23/01/1918,,,,,,,,,
  24/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  24/01/1918,,,,,,,,,
  24/01/1918,,,,,,,,,
  24/01/1918,,,,,,,,,
  25/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  25/01/1918,,,,,,,,,
  26/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  26/01/1918,,,,,,,,,
  27/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  27/01/1918,,,,,,,,,
  28/01/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  28/01/1918,,,,,,,,,
  28/01/1918,,,,,,,,,
  28/01/1918,,,,,,,,,
  29/01/1918,   32 26 N,  117 10 W,32.7,-117.2,     san diego california,            san diego usa,,,
  29/01/1918,,,,,,,,,
  30/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  30/01/1918,,,,,,,,,
  30/01/1918,,,,,,,,,
  30/01/1918,,,,,,,,,
  31/01/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  31/01/1918,,,,,,,,,
  01/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  01/02/1918,,,,,,,,,
  02/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  02/02/1918,,,,,,,,,
  03/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  03/02/1918,,,,,,,,,
  04/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  04/02/1918,,,,,,,,,
  05/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  05/02/1918,,,,,,,,,
  06/02/1918,   32 16 N,  117 08 W,32.7,-117.2,     san diego california,            san diego usa,,,
  06/02/1918,,,,,,,,,
  06/02/1918,,,,,,,,,
  06/02/1918,,,,,,,,,
  07/02/1918,   30 33 N,  116 05 W,32.7,-117.2,     san diego california,            san diego usa,north pacific,,
  07/02/1918,,,,,,,,,
  08/02/1918,   32 08 N,  116 57 W,,,,,,,
  08/02/1918,,,,,,,,,
  09/02/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  09/02/1918,,,,,,,,,
  10/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  10/02/1918,,,,,,,,,
  11/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  11/02/1918,,,,,,,,,
  12/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  12/02/1918,,,,,,,,,
  13/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  13/02/1918,,,,,,,,,
  14/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  14/02/1918,,,,,,,,,
  15/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  15/02/1918,,,,,,,,,
  16/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  16/02/1918,,,,,,,,,
  16/02/1918,,,,,,,,,
  16/02/1918,,,,,,,,,
  17/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  17/02/1918,,,,,,,,,
  18/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  18/02/1918,,,,,,,,,
  19/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  19/02/1918,,,,,,,,,
  20/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  20/02/1918,,,,,,,,,
  20/02/1918,,,,,,,,,
  20/02/1918,,,,,,,,,
  21/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  21/02/1918,,,,,,,,,
  22/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  22/02/1918,,,,,,,,,
  23/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  23/02/1918,,,,,,,,,
  24/02/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  24/02/1918,,,,,,,,,
  25/02/1918,   32 30 N,  117 11 W,32.7,-117.2,     san diego california,            san diego usa,,,
  25/02/1918,,,,,,,,,
  26/02/1918,   31 48 N,  116 40 W,55,-1.5,          ensenada mexico,                      tic,ensenada baja california,,
  26/02/1918,,,,,,,,,
  27/02/1918,   31 24 N,  116 35 W,,,,,,,
  27/02/1918,,,,,,,,,
  28/02/1918,,,31.5,118.3,         coronado islands,              wade island,coronado islands,32 25N,117 15W
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  28/02/1918,,,,,,,,,
  01/03/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  01/03/1918,,,,,,,,,
  02/03/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  02/03/1918,,,,,,,,,
  03/03/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  03/03/1918,,,,,,,,,
  04/03/1918,   32 38 N,  117 12 W,32.7,-117.2,     san diego california,            san diego usa,,,
  04/03/1918,,,,,,,,,
  05/03/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  05/03/1918,,,,,,,,,
  05/03/1918,,,,,,,,,
  05/03/1918,,,,,,,,,
  06/03/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  06/03/1918,,,,,,,,,
  07/03/1918,   32 37 N,  117 13 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  07/03/1918,,,,,,,,,
  08/03/1918,   30 18 N,  116 15 W,,,,,,,
  08/03/1918,,,,,,,,,
  09/03/1918,   27 50 N,  115 06 W,,,,,,,
  09/03/1918,,,,,,,,,
  10/03/1918,   25 36 N,  113 05 W,,,,,,,
  10/03/1918,,,,,,,,,
  11/03/1918,   24 06 N,  111 29 W,,,,,,,
  11/03/1918,,,,,,,,,
  12/03/1918,   23 47 N,  109 54 W,,,,,,,
  12/03/1918,,,,,,,,,
  13/03/1918,   23 44 N,  108 26 W,,,,,,,
  13/03/1918,,,,,,,,,
  14/03/1918,,,11.4,43.5,          mazatlan mexico,                    zaila,mazatlan,,
  14/03/1918,,,,,,,,,
  15/03/1918,   23 08 N,  106 28 W,11.4,43.5,          mazatlan mexico,                    zaila,mazatlan,,
  15/03/1918,,,,,,,,,
  16/03/1918,   23 06 N,  106 31 W,11.4,43.5,       at mazatlan mexico,                    zaila,mazatlan,,
  16/03/1918,,,,,,,,,
  17/03/1918,,,11.4,43.5,          mazatlan mexico,                    zaila,mazatlan,,
  17/03/1918,,,,,,,,,
  17/03/1918,,,,,,,,,
  17/03/1918,,,,,,,,,
  18/03/1918,   23 07 N,  106 36 W,11.4,43.5,          mazatlan mexico,                    zaila,mazatlan,,
  18/03/1918,,,,,,,,,
  18/03/1918,,,,,,,,,
  18/03/1918,,,,,,,,,
  19/03/1918,   24 06 N,  108 52 W,,,,,,,
  19/03/1918,,,,,,,,,
  19/03/1918,,,,,,,,,
  19/03/1918,,,,,,,,,
